target_url,base_domain,branch,agency,agency_code,bureau,bureau_code,source_list_federal_domains,source_list_dap,source_list_pulse,source_list_other
eldercare.gov,eldercare.gov,,,,,,,,,
everytrycounts.gov,everytrycounts.gov,,,,,,,,,
familyplanning.gov,familyplanning.gov,,,,,,,,,
fatherhood.gov,fatherhood.gov,,,,,,,,,
fda.gov,fda.gov,,,,,,,,,
findtreatment.gov,findtreatment.gov,,,,,,,,,
fitness.gov,fitness.gov,,,,,,,,,
flu.gov,flu.gov,,,,,,,,,
foodsafety.gov,foodsafety.gov,,,,,,,,,
freshempire.gov,freshempire.gov,,,,,,,,,
fruitsandveggiesmatter.gov,fruitsandveggiesmatter.gov,,,,,,,,,
genome.gov,genome.gov,,,,,,,,,
girlshealth.gov,girlshealth.gov,,,,,,,,,
globalhealth.gov,globalhealth.gov,,,,,,,,,
gmta.gov,gmta.gov,,,,,,,,,
grants.gov,grants.gov,,,,,,,,,
grantsolutions.gov,grantsolutions.gov,,,,,,,,,
guideline.gov,guideline.gov,,,,,,,,,
guidelines.gov,guidelines.gov,,,,,,,,,
hc.gov,hc.gov,,,,,,,,,
health.gov,health.gov,,,,,,,,,
healthcare.gov,healthcare.gov,,,,,,,,,
healthdata.gov,healthdata.gov,,,,,,,,,
healthfinder.gov,healthfinder.gov,,,,,,,,,
healthindicators.gov,healthindicators.gov,,,,,,,,,
healthit.gov,healthit.gov,,,,,,,,,
healthypeople.gov,healthypeople.gov,,,,,,,,,
hearttruth.gov,hearttruth.gov,,,,,,,,,
hhs.gov,hhs.gov,,,,,,,,,
hhsoig.gov,hhsoig.gov,,,,,,,,,
hhsops.gov,hhsops.gov,,,,,,,,,
hiv.gov,hiv.gov,,,,,,,,,
hrsa.gov,hrsa.gov,,,,,,,,,
idealab.gov,idealab.gov,,,,,,,,,
ihs.gov,ihs.gov,,,,,,,,,
insurekidsnow.gov,insurekidsnow.gov,,,,,,,,,
longtermcare.gov,longtermcare.gov,,,,,,,,,
medicaid.gov,medicaid.gov,,,,,,,,,
medicalbillrights.gov,medicalbillrights.gov,,,,,,,,,
medicalcountermeasures.gov,medicalcountermeasures.gov,,,,,,,,,
medicare.gov,medicare.gov,,,,,,,,,
medlineplus.gov,medlineplus.gov,,,,,,,,,
mentalhealth.gov,mentalhealth.gov,,,,,,,,,
mesh.gov,mesh.gov,,,,,,,,,
mymedicare.gov,mymedicare.gov,,,,,,,,,
ncifcrf.gov,ncifcrf.gov,,,,,,,,,
nextlegends.gov,nextlegends.gov,,,,,,,,,
nih.gov,nih.gov,,,,,,,,,
niosh.gov,niosh.gov,,,,,,,,,
nlm.gov,nlm.gov,,,,,,,,,
nnlm.gov,nnlm.gov,,,,,,,,,
opioids.gov,opioids.gov,,,,,,,,,
organdonor.gov,organdonor.gov,,,,,,,,,
pandemicflu.gov,pandemicflu.gov,,,,,,,,,
phe.gov,phe.gov,,,,,,,,,
psc.gov,psc.gov,,,,,,,,,
pubmed.gov,pubmed.gov,,,,,,,,,
recoverymonth.gov,recoverymonth.gov,,,,,,,,,
reproductivehealthservices.gov,reproductivehealthservices.gov,,,,,,,,,
samhsa.gov,samhsa.gov,,,,,,,,,
selectagents.gov,selectagents.gov,,,,,,,,,
simplereport.gov,simplereport.gov,,,,,,,,,
smokefree.gov,smokefree.gov,,,,,,,,,
stopalcoholabuse.gov,stopalcoholabuse.gov,,,,,,,,,
stopbullying.gov,stopbullying.gov,,,,,,,,,
surgeongeneral.gov,surgeongeneral.gov,,,,,,,,,
thebraininitiative.gov,thebraininitiative.gov,,,,,,,,,
therealcost.gov,therealcost.gov,,,,,,,,,
thisfreelife.gov,thisfreelife.gov,,,,,,,,,
tobacco.gov,tobacco.gov,,,,,,,,,
tox21.gov,tox21.gov,,,,,,,,,
usbm.gov,usbm.gov,,,,,,,,,
usphs.gov,usphs.gov,,,,,,,,,
vaccine.gov,vaccine.gov,,,,,,,,,
vaccines.gov,vaccines.gov,,,,,,,,,
vacine.gov,vacine.gov,,,,,,,,,
vacines.gov,vacines.gov,,,,,,,,,
vacuna.gov,vacuna.gov,,,,,,,,,
vacunas.gov,vacunas.gov,,,,,,,,,
whaging.gov,whaging.gov,,,,,,,,,
whitehouseconferenceonaging.gov,whitehouseconferenceonaging.gov,,,,,,,,,
womenshealth.gov,womenshealth.gov,,,,,,,,,
youth.gov,youth.gov,,,,,,,,,
biometrics.gov,biometrics.gov,,,,,,,,,
cbp.gov,cbp.gov,,,,,,,,,
cisa.gov,cisa.gov,,,,,,,,,
cpnireporting.gov,cpnireporting.gov,,,,,,,,,
cyber.gov,cyber.gov,,,,,,,,,
cybersecurity.gov,cybersecurity.gov,,,,,,,,,
dhs.gov,dhs.gov,,,,,,,,,
disasterassistance.gov,disasterassistance.gov,,,,,,,,,
dotgov.gov,dotgov.gov,,,,,,,,,
e-verify.gov,e-verify.gov,,,,,,,,,
everify.gov,everify.gov,,,,,,,,,
evus.gov,evus.gov,,,,,,,,,
fema.gov,fema.gov,,,,,,,,,
firstrespondertraining.gov,firstrespondertraining.gov,,,,,,,,,
fleta.gov,fleta.gov,,,,,,,,,
fletc.gov,fletc.gov,,,,,,,,,
floodsmart.gov,floodsmart.gov,,,,,,,,,
get.gov,get.gov,,,,,,,,,
globalentry.gov,globalentry.gov,,,,,,,,,
homelandsecurity.gov,homelandsecurity.gov,,,,,,,,,
ice.gov,ice.gov,,,,,,,,,
juntos.gov,juntos.gov,,,,,,,,,
listo.gov,listo.gov,,,,,,,,,
nic.gov,nic.gov,,,,,,,,,
niem.gov,niem.gov,,,,,,,,,
nmsc.gov,nmsc.gov,,,,,,,,,
power2prevent.gov,power2prevent.gov,,,,,,,,,
preventionresourcefinder.gov,preventionresourcefinder.gov,,,,,,,,,
ready.gov,ready.gov,,,,,,,,,
readybusiness.gov,readybusiness.gov,,,,,,,,,
safetyact.gov,safetyact.gov,,,,,,,,,
schoolsafety.gov,schoolsafety.gov,,,,,,,,,
secretservice.gov,secretservice.gov,,,,,,,,,
stopransomware.gov,stopransomware.gov,,,,,,,,,
together.gov,together.gov,,,,,,,,,
tsa.gov,tsa.gov,,,,,,,,,
us-cert.gov,us-cert.gov,,,,,,,,,
uscg.gov,uscg.gov,,,,,,,,,
uscis.gov,uscis.gov,,,,,,,,,
usss.gov,usss.gov,,,,,,,,,
disasterhousing.gov,disasterhousing.gov,,,,,,,,,
fha.gov,fha.gov,,,,,,,,,
ginniemae.gov,ginniemae.gov,,,,,,,,,
hud.gov,hud.gov,,,,,,,,,
hudhomestore.gov,hudhomestore.gov,,,,,,,,,
hudoig.gov,hudoig.gov,,,,,,,,,
huduser.gov,huduser.gov,,,,,,,,,
nationalhousing.gov,nationalhousing.gov,,,,,,,,,
nationalhousinglocator.gov,nationalhousinglocator.gov,,,,,,,,,
nhl.gov,nhl.gov,,,,,,,,,
nls.gov,nls.gov,,,,,,,,,
opportunityzones.gov,opportunityzones.gov,,,,,,,,,
ada.gov,ada.gov,,,,,,,,,
amberalert.gov,amberalert.gov,,,,,,,,,
atf.gov,atf.gov,,,,,,,,,
atfonline.gov,atfonline.gov,,,,,,,,,
bats.gov,bats.gov,,,,,,,,,
biometriccoe.gov,biometriccoe.gov,,,,,,,,,
bja.gov,bja.gov,,,,,,,,,
bjs.gov,bjs.gov,,,,,,,,,
bop.gov,bop.gov,,,,,,,,,
campusdrugprevention.gov,campusdrugprevention.gov,,,,,,,,,
cjis.gov,cjis.gov,,,,,,,,,
crimesolutions.gov,crimesolutions.gov,,,,,,,,,
crimevictims.gov,crimevictims.gov,,,,,,,,,
cybercrime.gov,cybercrime.gov,,,,,,,,,
dea.gov,dea.gov,,,,,,,,,
deaecom.gov,deaecom.gov,,,,,,,,,
doj.gov,doj.gov,,,,,,,,,
dsac.gov,dsac.gov,,,,,,,,,
elderjustice.gov,elderjustice.gov,,,,,,,,,
epic.gov,epic.gov,,,,,,,,,
fara.gov,fara.gov,,,,,,,,,
fbi.gov,fbi.gov,,,,,,,,,
fbihr.gov,fbihr.gov,,,,,,,,,
fbijobs.gov,fbijobs.gov,,,,,,,,,
fbilab.gov,fbilab.gov,,,,,,,,,
firstfreedom.gov,firstfreedom.gov,,,,,,,,,
foia.gov,foia.gov,,,,,,,,,
forfeiture.gov,forfeiture.gov,,,,,,,,,
fpi.gov,fpi.gov,,,,,,,,,
getsmartaboutdrugs.gov,getsmartaboutdrugs.gov,,,,,,,,,
ic3.gov,ic3.gov,,,,,,,,,
interpol.gov,interpol.gov,,,,,,,,,
iprcenter.gov,iprcenter.gov,,,,,,,,,
jcode.gov,jcode.gov,,,,,,,,,
justice.gov,justice.gov,,,,,,,,,
justthinktwice.gov,justthinktwice.gov,,,,,,,,,
juvenilecouncil.gov,juvenilecouncil.gov,,,,,,,,,
learnatf.gov,learnatf.gov,,,,,,,,,
learndoj.gov,learndoj.gov,,,,,,,,,
leo.gov,leo.gov,,,,,,,,,
lep.gov,lep.gov,,,,,,,,,
malwareinvestigator.gov,malwareinvestigator.gov,,,,,,,,,
medalofvalor.gov,medalofvalor.gov,,,,,,,,,
namus.gov,namus.gov,,,,,,,,,
nationalgangcenter.gov,nationalgangcenter.gov,,,,,,,,,
ncirc.gov,ncirc.gov,,,,,,,,,
ncjrs.gov,ncjrs.gov,,,,,,,,,
nicic.gov,nicic.gov,,,,,,,,,
nicsezcheckfbi.gov,nicsezcheckfbi.gov,,,,,,,,,
nij.gov,nij.gov,,,,,,,,,
nmvtis.gov,nmvtis.gov,,,,,,,,,
nsopr.gov,nsopr.gov,,,,,,,,,
nsopw.gov,nsopw.gov,,,,,,,,,
nvtc.gov,nvtc.gov,,,,,,,,,
ojjdp.gov,ojjdp.gov,,,,,,,,,
ojp.gov,ojp.gov,,,,,,,,,
ovc.gov,ovc.gov,,,,,,,,,
ovcttac.gov,ovcttac.gov,,,,,,,,,
projectsafechildhood.gov,projectsafechildhood.gov,,,,,,,,,
projectsafeneighborhoods.gov,projectsafeneighborhoods.gov,,,,,,,,,
psob.gov,psob.gov,,,,,,,,,
rcfl.gov,rcfl.gov,,,,,,,,,
reentry.gov,reentry.gov,,,,,,,,,
scra.gov,scra.gov,,,,,,,,,
servicemembers.gov,servicemembers.gov,,,,,,,,,
smart.gov,smart.gov,,,,,,,,,
tribaljusticeandsafety.gov,tribaljusticeandsafety.gov,,,,,,,,,
tsc.gov,tsc.gov,,,,,,,,,
ucrdatatool.gov,ucrdatatool.gov,,,,,,,,,
unicor.gov,unicor.gov,,,,,,,,,
usdoj.gov,usdoj.gov,,,,,,,,,
userra.gov,userra.gov,,,,,,,,,
usmarshals.gov,usmarshals.gov,,,,,,,,,
vcf.gov,vcf.gov,,,,,,,,,
vehiclehistory.gov,vehiclehistory.gov,,,,,,,,,
apprenticeship.gov,apprenticeship.gov,,,,,,,,,
apprenticeships.gov,apprenticeships.gov,,,,,,,,,
benefits.gov,benefits.gov,,,,,,,,,
bls.gov,bls.gov,,,,,,,,,
disability.gov,disability.gov,,,,,,,,,
dol-esa.gov,dol-esa.gov,,,,,,,,,
dol.gov,dol.gov,,,,,,,,,
doleta.gov,doleta.gov,,,,,,,,,
employer.gov,employer.gov,,,,,,,,,
goodjobs.gov,goodjobs.gov,,,,,,,,,
govloans.gov,govloans.gov,,,,,,,,,
hirevets.gov,hirevets.gov,,,,,,,,,
jobcorps.gov,jobcorps.gov,,,,,,,,,
labor.gov,labor.gov,,,,,,,,,
msha.gov,msha.gov,,,,,,,,,
osha.gov,osha.gov,,,,,,,,,
persuader-reports.gov,persuader-reports.gov,,,,,,,,,
trainingproviderresults.gov,trainingproviderresults.gov,,,,,,,,,
ui.gov,ui.gov,,,,,,,,,
unemployment.gov,unemployment.gov,,,,,,,,,
unionreports.gov,unionreports.gov,,,,,,,,,
veterans.gov,veterans.gov,,,,,,,,,
whistleblowers.gov,whistleblowers.gov,,,,,,,,,
worker.gov,worker.gov,,,,,,,,,
wrp.gov,wrp.gov,,,,,,,,,
youthrules.gov,youthrules.gov,,,,,,,,,
america.gov,america.gov,,,,,,,,,
devtestfan1.gov,devtestfan1.gov,,,,,,,,,
fan.gov,fan.gov,,,,,,,,,
fsgb.gov,fsgb.gov,,,,,,,,,
iawg.gov,iawg.gov,,,,,,,,,
ibwc.gov,ibwc.gov,,,,,,,,,
osac.gov,osac.gov,,,,,,,,,
pepfar.gov,pepfar.gov,,,,,,,,,
preprodfan.gov,preprodfan.gov,,,,,,,,,
securitytestfan.gov,securitytestfan.gov,,,,,,,,,
state.gov,state.gov,,,,,,,,,
stateoig.gov,stateoig.gov,,,,,,,,,
supportfan.gov,supportfan.gov,,,,,,,,,
usaseanconnect.gov,usaseanconnect.gov,,,,,,,,,
usconsulate.gov,usconsulate.gov,,,,,,,,,
usdoscloud.gov,usdoscloud.gov,,,,,,,,,
usembassy.gov,usembassy.gov,,,,,,,,,
usmission.gov,usmission.gov,,,,,,,,,
911.gov,911.gov,,,,,,,,,
bts.gov,bts.gov,,,,,,,,,
distracteddriving.gov,distracteddriving.gov,,,,,,,,,
distraction.gov,distraction.gov,,,,,,,,,
dot.gov,dot.gov,,,,,,,,,
dotideahub.gov,dotideahub.gov,,,,,,,,,
ems.gov,ems.gov,,,,,,,,,
esc.gov,esc.gov,,,,,,,,,
faa.gov,faa.gov,,,,,,,,,
faasafety.gov,faasafety.gov,,,,,,,,,
flyhealthy.gov,flyhealthy.gov,,,,,,,,,
jccbi.gov,jccbi.gov,,,,,,,,,
nhtsa.gov,nhtsa.gov,,,,,,,,,
protectyourmove.gov,protectyourmove.gov,,,,,,,,,
safecar.gov,safecar.gov,,,,,,,,,
safeocs.gov,safeocs.gov,,,,,,,,,
safercar.gov,safercar.gov,,,,,,,,,
safertruck.gov,safertruck.gov,,,,,,,,,
sharetheroadsafely.gov,sharetheroadsafely.gov,,,,,,,,,
trafficsafetymarketing.gov,trafficsafetymarketing.gov,,,,,,,,,
transportation.gov,transportation.gov,,,,,,,,,
ehr.gov,ehr.gov,,,,,,,,,
reach.gov,reach.gov,,,,,,,,,
va.gov,va.gov,,,,,,,,,
vets.gov,vets.gov,,,,,,,,,
