target_url,branch,agency,bureau,base_domain_pulse,source_list_federal_domains,source_list_pulse,source_list_dap,source_list_omb_idea,source_list_eotw,source_list_usagov,source_list_gov_man,source_list_uscourts,source_list_oira,source_list_other,source_list_mil_1,source_list_mil_2,source_list_dod_public,source_list_dotmil,source_list_final_url_websites,source_list_house_117th,source_list_senate_117th,source_list_gpo_fdlp,source_list_cisa,source_list_dod_2025,source_list_dap_2,source_list_usagov_clicks,source_list_usagov_clicks_mil,source_list_search_gov,source_list_search_gov_mil,source_list_public_inventory,base_domain,top_level_domain,filtered
workspace--wsdv13dvn.sandbox.my.site.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,site.com,com,true
www-cdc-gov.laneproxy.stanford.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,stanford.edu,edu,true
www-donotcall-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-ncbi-nlm-nih-gov.ezproxy.mh.org.au,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,org.au,au,true
www-ncbi-nlm-nih-gov.libaccess.hud.ac.uk,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.uk,uk,true
www-ncbi-nlm-nih-gov.proxy.ulib.csuohio.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,csuohio.edu,edu,true
www-ncbi-nlm-nih-gov.rossuniversity.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.scd1.univ-fcomte.fr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,univ-fcomte.fr,fr,true
www-spaceforce-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www1-1-pz.sewp.nasa.gov,Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,nasa.gov,gov,true
www-ncbi-nlm-nih-gov.csub.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.dccc.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.ez.srv.pmu.ac.at,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.at,at,true
www-ncbi-nlm-nih-gov.ez76.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,gov.br,br,true
www-ncbi-nlm-nih-gov.libproxy.library.wmich.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,wmich.edu,edu,true
www-ndbc-noaa-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,translate.goog,goog,true
dev-04-drupal-climate.woc.noaa.gov,Executive,Department of Commerce,National Oceanic and Atmospheric Administration,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,noaa.gov,gov,true
doxypep-rous-qa-npin-azure.cdc.gov,Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,cdc.gov,gov,true
preprod.dcp.psc.gov,Executive,Department of Health and Human Services,"Program Support Center, Office of the Secretary",,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,psc.gov,gov,true
staging.earth.gov,Executive,National Aeronautics and Space Administration,NASA Earth Science Division,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,earth.gov,gov,true
www-mcasiwakuni-marines-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-ncbi-nlm-nih-gov.libproxy.sungshin.ac.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.kr,kr,true
www-ncbi-nlm-nih-gov.libproxy.umflint.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,umflint.edu,edu,true
www-ncbi-nlm-nih-gov.rcn.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.rproxy.tau.ac.il,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.il,il,true
www-ncbi-nlm-nih-gov.silk.library.umass.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,umass.edu,edu,true
www1-2-pz.sewp.nasa.gov,Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,nasa.gov,gov,true
akastage-www.foodsafety.gov,Executive,Department of Health and Human Services,Office of the Secretary,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,foodsafety.gov,gov,true
asdc.sit.larc.nasa.gov,Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,nasa.gov,gov,true
hub-stage.datacommons.cancer.gov,Executive,Department of Health and Human Services,"National Cancer Institute, NIH",,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,cancer.gov,gov,true
stage.nrs-msg.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,nrs-msg.com,com,true
tdr-uat.gsa.gov,Executive,General Services Administration,"GSA, IDI, ECAS II",,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,gsa.gov,gov,true
wits3-public-pricer.test-eos.gsa.gov,Executive,General Services Administration,"GSA, IDI, ECAS II",,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,gsa.gov,gov,true
www-development.jpl.nasa.gov,Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nasa.gov,gov,true
www-europeafrica-army-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-ncbi-nlm-nih-gov.amu.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.ezproxy.northeastcollege.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,northeastcollege.edu,edu,true
www-ncbi-nlm-nih-gov.istituto-besta.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.libezproxy.must.edu.mo,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,edu.mo,mo,true
www-ncbi-nlm-nih-gov.sagecolleges.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-plainlanguage-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
fasusdagov.stg.platform.usda.gov,Executive,U.S. Department of Agriculture,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,usda.gov,gov,true
genelab-webapps-dev-2.arc.nasa.gov,Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,nasa.gov,gov,true
uat.ncirc.bja.ojp.gov,Executive,Department of Justice,Office of Justice Programs,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,ojp.gov,gov,true
www-ada-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,translate.goog,goog,true
www-dev-ac.cancer.gov,Executive,Department of Health and Human Services,"National Cancer Institute, NIH",,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,cancer.gov,gov,true
www-ncbi-nlm-nih-gov.gcsom.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.libproxy.cha.ac.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.kr,kr,true
www-ncbi-nlm-nih-gov.nmsu.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
nccf-dev-pvpm-group-01.s3.amazonaws.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,amazonaws.com,com,true
sandbox.dpc.cms.gov,Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,cms.gov,gov,true
staging.ppms.gov,Executive,General Services Administration,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,ppms.gov,gov,true
www-ncbi-nlm-nih-gov-443.webvpn.nefu.edu.cn,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,edu.cn,cn,true
www-ncbi-nlm-nih-gov.aghlib.remotexs.co,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,remotexs.co,co,true
www-ncbi-nlm-nih-gov.ez26.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,gov.br,br,true
www-ncbi-nlm-nih-gov.libezproxy2.syr.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,syr.edu,edu,true
www-ncbi-nlm-nih-gov.libra.eulji.ac.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.kr,kr,true
www-ncbi-nlm-nih-gov.umlwrha.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
acquia-test-nhtsa.dot.gov,Executive,Department of Transportation,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,dot.gov,gov,true
dev-acquia.niehs.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nih.gov,gov,true
developer-stage.usastaffing.gov,Executive,Office of Personnel Management,Human Resource Solutions (HRS),,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,usastaffing.gov,gov,true
dtops-sit.sat.cbp.dhs.gov,Executive,Department of Homeland Security,Management Directorate,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,dhs.gov,gov,true
gatsby-preview-stage.cwigng.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,cwigng.com,com,true
qa-stacks.cdc.gov,Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,cdc.gov,gov,true
staging-sdmmp.usgs.gov,Executive,Department of the Interior,U.S. Geological Survey,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usgs.gov,gov,true
www-ncbi-nlm-nih-gov-ssl.libproxy.inje.ac.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.kr,kr,true
www-ncbi-nlm-nih-gov.ez259.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,gov.br,br,true
www-ncbi-nlm-nih-gov.hmlproxy.lib.csufresno.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,csufresno.edu,edu,true
www-ncbi-nlm-nih-gov.knowledge.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.kpsom.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.libproxy.cgh.org.tw,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,org.tw,tw,true
www-ncbi-nlm-nih-gov.libproxy.dcmc.co.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,co.kr,kr,true
www-ncbi-nlm-nih-gov.rosalindfranklin.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
nasacentral--uat.sandbox.my.site.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,site.com,com,true
test-main-merge-reopt-stage.its.nrel.gov,Executive,Department of Energy,National Renewable Energy Laboratory,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,nrel.gov,gov,true
uts-qa.nlm.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,nih.gov,gov,true
www-cdc-gov.proxy.library.emory.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,emory.edu,edu,true
www-childwelfare-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,translate.goog,goog,true
www-med-navy-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-ncbi-nlm-nih-gov.childrensmercy.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.evms.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.ez.lapinamk.fi,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,lapinamk.fi,fi,true
www-ncbi-nlm-nih-gov.ez14.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,gov.br,br,true
www-ncbi-nlm-nih-gov.ez74.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,gov.br,br,true
www-ncbi-nlm-nih-gov.ezproxy.cmcc.ca,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,cmcc.ca,ca,true
www-ncbi-nlm-nih-gov.ezproxy.tru.ca,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,tru.ca,ca,true
www-ncbi-nlm-nih-gov.ezproxy.universite-paris-saclay.fr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,universite-paris-saclay.fr,fr,true
www-ncbi-nlm-nih-gov.gonzaga.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.libweb.uwlax.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,uwlax.edu,edu,true
www-ncbi-nlm-nih-gov.nwulib.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.units.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.vdic.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,oclc.org,org,true
ehc-stage-admin.ahrq.gov,Executive,Department of Health and Human Services,Agency for Healthcare Research and Quality,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,ahrq.gov,gov,true
entities-qa.cloud.devenvironment.net,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,devenvironment.net,net,true
response-qa.response.epa.gov,Executive,Environmental Protection Agency,,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,epa.gov,gov,true
staging.usaspending.gov,Executive,Department of the Treasury,Bureau of the Fiscal Service,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,usaspending.gov,gov,true
weathergov-staging.app.cloud.gov,Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,cloud.gov,gov,true
www-ncbi-nlm-nih-gov.ez127.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,gov.br,br,true
www-ncbi-nlm-nih-gov.ezproxy.uakron.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,uakron.edu,edu,true
www-ncbi-nlm-nih-gov.proxy-bc.researchport.umd.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,umd.edu,edu,true
www-pmel-noaa-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,translate.goog,goog,true
www-tx.ers.usda.gov,Executive,U.S. Department of Agriculture,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,usda.gov,gov,true
acquia-stage-nhtsa.dot.gov,Executive,Department of Transportation,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,dot.gov,gov,true
dev-tracieweb.rocbis.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,rocbis.com,com,true
origin-west-www-ospo.woc.noaa.gov,Executive,Department of Commerce,National Oceanic and Atmospheric Administration,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,noaa.gov,gov,true
www-earthdata-nasa-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,translate.goog,goog,true
www-farmers-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,translate.goog,goog,true
www-metoc-navy-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-ncbi-nlm-nih-gov.bcc.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.ez116.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,gov.br,br,true
www-ncbi-nlm-nih-gov.ez51.periodicos.capes.gov.br,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,gov.br,br,true
www-ncbi-nlm-nih-gov.libproxy.kangwon.ac.kr,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.kr,kr,true
www-ncbi-nlm-nih-gov.ncnm.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.sccmedlib.remotexs.co,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,remotexs.co,co,true
www-ncbi-nlm-nih-gov.su.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-surflant-usff-navy-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
dev-mono-stawebapp.edpass.us,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,edpass.us,us,true
prod.apis.sei-app.com,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,sei-app.com,com,true
www-benefits-va-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-dietaryguidelines-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-edi-nih-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-mymoney-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
www-ncbi-nlm-nih-gov-s.libproxy.xmu.edu.cn,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,edu.cn,cn,true
www-ncbi-nlm-nih-gov.eproxy.ketchum.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ketchum.edu,edu,true
www-ncbi-nlm-nih-gov.ezproxy.lib.lehigh.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,lehigh.edu,edu,true
www-ncbi-nlm-nih-gov.ezproxy.mdx.ac.uk,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.uk,uk,true
www-ncbi-nlm-nih-gov.ezproxy.xamk.fi,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,xamk.fi,fi,true
www-ncbi-nlm-nih-gov.ezproxy2.library.arizona.edu,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,arizona.edu,edu,true
www-ncbi-nlm-nih-gov.libproxy.uregina.ca,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,uregina.ca,ca,true
www-ncbi-nlm-nih-gov.proxy18.noblenet.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,noblenet.org,org,true
www-ncbi-nlm-nih-gov.uapr.cobimet.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,cobimet.org,org,true
www-ncbi-nlm-nih-gov.uoregon.idm.oclc.org,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,oclc.org,org,true
www-ncbi-nlm-nih-gov.wmezproxy.wnmeds.ac.nz,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ac.nz,nz,true
www-nlrb-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,translate.goog,goog,true
acfmain-content-stage.acf.hhs.gov,Executive,Department of Health and Human Services,Office of the Secretary,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,hhs.gov,gov,true
dev-c-e.cbp.dhs.gov,Executive,Department of Homeland Security,Management Directorate,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,dhs.gov,gov,true
stage.arcr.niaaa.nih.gov,Executive,Department of Health and Human Services,National Institutes of Health,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,nih.gov,gov,true
uat-mapview.msc.fema.gov,Executive,Department of Homeland Security,Federal Emergency Management Agency,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,fema.gov,gov,true
www-airpac-navy-mil.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,translate.goog,goog,true
www-ed-gov.translate.goog,,,,,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,translate.goog,goog,true
