target_url,omb_idea_public,source_list_omb_idea
maps.coast.noaa.gov,TRUE,TRUE
maps.coastalscience.noaa.gov,TRUE,TRUE
maps.ihs.gov,TRUE,TRUE
maps.jpl.nasa.gov,TRUE,TRUE
maps.nccs.nasa.gov,TRUE,TRUE
maps.nrel.gov,TRUE,TRUE
maps.nwcg.gov,FALSE,TRUE
maps.qa.coast.noaa.gov,FALSE,TRUE
maps.usgs.gov,TRUE,TRUE
maps.waterdata.usgs.gov,TRUE,TRUE
maps1.coast.noaa.gov,FALSE,TRUE
maps1.qa.coast.noaa.gov,FALSE,TRUE
maps2.coast.noaa.gov,FALSE,TRUE
maps2.qa.coast.noaa.gov,FALSE,TRUE
mapservice.nohrsc.noaa.gov,FALSE,TRUE
mapservices.nps.gov,FALSE,TRUE
maptest.acf.hhs.gov,FALSE,TRUE
maptis.nasa.gov,TRUE,TRUE
mapviewtest.msc.fema.gov,TRUE,TRUE
marcent.marines.mil,TRUE,TRUE
march.afrc.af.mil,TRUE,TRUE
marcorsyscom.marines.mil,TRUE,TRUE
marfa.lanl.gov,FALSE,TRUE
marforcom.marines.mil,TRUE,TRUE
marforcyber.marines.mil,TRUE,TRUE
marforeur.marines.mil,TRUE,TRUE
marfork.marines.mil,TRUE,TRUE
marforres.marines.mil,TRUE,TRUE
marforsouth.marines.mil,TRUE,TRUE
marineband.marines.mil,TRUE,TRUE
marinecadastre.gov,TRUE,TRUE
marinecadastre.qa.coast.noaa.gov,FALSE,TRUE
marinedebris.noaa.gov,TRUE,TRUE
marineprotectedareas.noaa.gov,TRUE,TRUE
marinerhiring.noaa.gov,TRUE,TRUE
marines.mil,TRUE,TRUE
marini.nichd.nih.gov,TRUE,TRUE
maritime.dot.gov,TRUE,TRUE
mark4sun.jpl.nasa.gov,TRUE,TRUE
marketnews.usda.gov,FALSE,TRUE
marketplace.fedramp.gov,TRUE,TRUE
marketplace.va.gov,TRUE,TRUE
marrowfailure.cancer.gov,TRUE,TRUE
mars.af.mil,TRUE,TRUE
mars.nasa.gov,TRUE,TRUE
mars.rdc.noaa.gov,TRUE,TRUE
marsnext.jpl.nasa.gov,TRUE,TRUE
marsoc.marines.mil,TRUE,TRUE
marsoweb.nas.nasa.gov,TRUE,TRUE
martin.tricare.mil,TRUE,TRUE
martnsoc.vpn.va.gov,FALSE,TRUE
marweb.marad.dot.gov,FALSE,TRUE
mas.nasa.gov,FALSE,TRUE
mastercalendar.ncirc.gov,FALSE,TRUE
masterprojects.jpl.nasa.gov,TRUE,TRUE
matb-files.larc.nasa.gov,FALSE,TRUE
matb.larc.nasa.gov,TRUE,TRUE
match.nci.nih.gov,FALSE,TRUE
materials.nrel.gov,TRUE,TRUE
materials.registry.nist.gov,TRUE,TRUE
materialsinspace.nasa.gov,TRUE,TRUE
math.nist.gov,TRUE,TRUE
mathematicalstatistics.usajobs.gov,TRUE,TRUE
mathematics.usajobs.gov,TRUE,TRUE
matrix.bio.anl.gov,TRUE,TRUE
maui.jobcorps.gov,TRUE,TRUE
mawg.cap.gov,TRUE,TRUE
max.gov,FALSE,TRUE
maximo.bia.gov,FALSE,TRUE
maxwell.af.mil,TRUE,TRUE
maxwell.tricare.mil,TRUE,TRUE
mba.cjis.gov,FALSE,TRUE
mbda.commerce.gov,TRUE,TRUE
mbda.data.commerce.gov,TRUE,TRUE
mbda.gov,TRUE,TRUE
mbescbes.medicaid.gov,TRUE,TRUE
mbescbesdev.medicaid.gov,FALSE,TRUE
mbescbesval0.medicaid.gov,FALSE,TRUE
mbrsubmission.ferc.gov,TRUE,TRUE
mbrweb.ferc.gov,TRUE,TRUE
mbrwebapi.ferc.gov,TRUE,TRUE
mc-review.onemac.cms.gov,FALSE,TRUE
mc.hep.anl.gov,FALSE,TRUE
mc1.hep.anl.gov,FALSE,TRUE
mcasfutenma.marines.mil,TRUE,TRUE
mcasiwakuni.marines.mil,TRUE,TRUE
mcasiwakunijp.marines.mil,TRUE,TRUE
mcaspendleton.marines.mil,TRUE,TRUE
mcasyuma.marines.mil,TRUE,TRUE
mcbblaz.marines.mil,TRUE,TRUE
mcbbutler.marines.mil,TRUE,TRUE
mcbhawaii.marines.mil,TRUE,TRUE
mcchord.af.mil,TRUE,TRUE
mcchord.wawg.cap.gov,TRUE,TRUE
mccjobs.usajobs.gov,TRUE,TRUE
mcconnell.af.mil,TRUE,TRUE
mcconnell.tricare.mil,TRUE,TRUE
mcdc.msfc.nasa.gov,TRUE,TRUE
mcdonald.tricare.mil,TRUE,TRUE
mcfm.fnal.gov,TRUE,TRUE
mcguire.cap.gov,TRUE,TRUE
mcguiredixlakehurst.tricare.mil,TRUE,TRUE
mchb.hrsa.gov,TRUE,TRUE
mchb.tvisdata.hrsa.gov,TRUE,TRUE
mchbtvisdatauat05.hrsa.gov,FALSE,TRUE
mcicom.marines.mil,TRUE,TRUE
mcieast.marines.mil,TRUE,TRUE
mcipac.marines.mil,TRUE,TRUE
mciwest.marines.mil,TRUE,TRUE
mcjrotc.marines.mil,TRUE,TRUE
mcl-labcas.jpl.nasa.gov,TRUE,TRUE
mclbbarstow.marines.mil,TRUE,TRUE
mclprtest.cbp.dhs.gov,FALSE,TRUE
mclvpn.fca.gov,FALSE,TRUE
mcm.fas.gsa.gov,TRUE,TRUE
mcnp.lanl.gov,TRUE,TRUE
mcp.nhtsa.gov,TRUE,TRUE
mcrc.marines.mil,TRUE,TRUE
mcrdpi.marines.mil,TRUE,TRUE
mcrdsd.marines.mil,TRUE,TRUE
mcs.nhtsa.gov,TRUE,TRUE
mcsf-nola.marines.mil,TRUE,TRUE
mcsfr.marines.mil,TRUE,TRUE
mcst.gsfc.nasa.gov,TRUE,TRUE
mcwl.marines.mil,TRUE,TRUE
md.usembassy.gov,TRUE,TRUE
mdcc.nih.gov,TRUE,TRUE
mdcs.nist.gov,TRUE,TRUE
mdmap.orr.noaa.gov,TRUE,TRUE
mdphd.gpp.nih.gov,TRUE,TRUE
mdr.nasa.gov,FALSE,TRUE
mds.ihs.gov,FALSE,TRUE
mds.jpl.nasa.gov,TRUE,TRUE
mdscc.nasa.gov,TRUE,TRUE
mdwg.cap.gov,TRUE,TRUE
me.ng.mil,TRUE,TRUE
me.usembassy.gov,TRUE,TRUE
measures.gesdisc.eosdis.nasa.gov,FALSE,TRUE
measures.gsfc.nasa.gov,FALSE,TRUE
mecfs.ctss.nih.gov,FALSE,TRUE
mechanical-engineering.gsfc.nasa.gov,TRUE,TRUE
mechanical.usajobs.gov,TRUE,TRUE
med.navy.mil,TRUE,TRUE
medarts.nih.gov,FALSE,TRUE
medeng.jpl.nasa.gov,TRUE,TRUE
media.ars.usda.gov,FALSE,TRUE
media.irsvideos.gov,TRUE,TRUE
media.ksc.nasa.gov,TRUE,TRUE
medialibrary.nei.nih.gov,TRUE,TRUE
mediaman.ndc.nasa.gov,FALSE,TRUE
mediastream.ndc.nasa.gov,FALSE,TRUE
mediation.lbl.gov,FALSE,TRUE
medicaid.gov,TRUE,TRUE
medicalcountermeasures.gov,TRUE,TRUE
medicalsciences.energy.gov,TRUE,TRUE
medicalsecureemail.nih.gov,TRUE,TRUE
medicare.gov,TRUE,TRUE
medicineonscreen.nlm.nih.gov,TRUE,TRUE
medlinet.amedd.army.mil,TRUE,TRUE
medpix.nlm.nih.gov,TRUE,TRUE
medsi.lbl.gov,TRUE,TRUE
medsun.fda.gov,FALSE,TRUE
medweek.mbda.gov,FALSE,TRUE
meetings.nsf.gov,TRUE,TRUE
megar.nichd.nih.gov,TRUE,TRUE
megcore.nih.gov,TRUE,TRUE
meis.nist.gov,TRUE,TRUE
members.nces.ed.gov,TRUE,TRUE
mentalhealth.va.gov,TRUE,TRUE
mepag.jpl.nasa.gov,TRUE,TRUE
mepcom.army.mil,TRUE,TRUE
mepi.state.gov,TRUE,TRUE
meps.ahrq.gov,TRUE,TRUE
mercury.ornl.gov,FALSE,TRUE
mercury3.dhs.gov,FALSE,TRUE
mercurytransit.gsfc.nasa.gov,TRUE,TRUE
merrittnam.atdd.noaa.gov,TRUE,TRUE
mesa.jpl.nasa.gov,TRUE,TRUE
mescaleroapache.nsopw.gov,TRUE,TRUE
mescforyou.ksc.nasa.gov,TRUE,TRUE
meshb-prev.nlm.nih.gov,TRUE,TRUE
meshb.nlm.nih.gov,TRUE,TRUE
meshing.lanl.gov,FALSE,TRUE
meshondemand.nlm.nih.gov,TRUE,TRUE
meskwaki.nsopw.gov,TRUE,TRUE
met.lbl.gov,FALSE,TRUE
meta.geo.census.gov,TRUE,TRUE
metabolomics-sig.nih.gov,TRUE,TRUE
metacluster.lbl.gov,FALSE,TRUE
metadata.boem.gov,FALSE,TRUE
metagenote.niaid.nih.gov,TRUE,TRUE
metazome.jgi.doe.gov,TRUE,TRUE
metc.mil,TRUE,TRUE
methane.jpl.nasa.gov,TRUE,TRUE
methods.18f.gov,TRUE,TRUE
metrics-stage.phmsa.dot.gov,TRUE,TRUE
metrics.cancer.gov,FALSE,TRUE
mets.cdc.gov,TRUE,TRUE
mfa.tva.gov,FALSE,TRUE
mfix.netl.doe.gov,TRUE,TRUE
mfpcc.samhsa.gov,TRUE,TRUE
mft.jsc.nasa.gov,FALSE,TRUE
mg.usembassy.gov,TRUE,TRUE
mgi.gov,TRUE,TRUE
mgm.jgi.doe.gov,TRUE,TRUE
mgmtaz-ssl.tnet.treas.gov,FALSE,TRUE
mgmtva-ssl.tnet.treas.gov,FALSE,TRUE
mgs-mager.gsfc.nasa.gov,TRUE,TRUE
mh.usembassy.gov,TRUE,TRUE
mhanation.nsopw.gov,TRUE,TRUE
mhm.nlm.nih.gov,TRUE,TRUE
mhs-europe.tricare.mil,TRUE,TRUE
mi007.miwg.cap.gov,TRUE,TRUE
mi009.miwg.cap.gov,TRUE,TRUE
mi063.miwg.cap.gov,TRUE,TRUE
mi257.miwg.cap.gov,TRUE,TRUE
mia-django-develop.app.cloud.gov,FALSE,TRUE
mia-django-devops.app.cloud.gov,FALSE,TRUE
mia-django-main.app.cloud.gov,FALSE,TRUE
miami.jobcorps.gov,TRUE,TRUE
miamination.nsopw.gov,TRUE,TRUE
miccosukeetribe.nsopw.gov,TRUE,TRUE
mice.nichd.nih.gov,TRUE,TRUE
microbenet.cdc.gov,TRUE,TRUE
microbiology.usgs.gov,TRUE,TRUE
microboone.fnal.gov,TRUE,TRUE
microct.lbl.gov,FALSE,TRUE
microdevices.jpl.nasa.gov,TRUE,TRUE
microgrids2.lbl.gov,FALSE,TRUE
microserf.lanl.gov,FALSE,TRUE
microsoft365.tva.gov,FALSE,TRUE
microwavescience.jpl.nasa.gov,TRUE,TRUE
midas.anl.gov,TRUE,TRUE
midas.uscis.dhs.gov,FALSE,TRUE
midatlantic-mdc.diver.orr.noaa.gov,TRUE,TRUE
midcdmz.nrel.gov,TRUE,TRUE
mids.er.usgs.gov,TRUE,TRUE
mig.nist.gov,FALSE,TRUE
migbirdapps.fws.gov,TRUE,TRUE
mildenhall.af.mil,TRUE,TRUE
militaryconsumer.gov,TRUE,TRUE
militarypay.defense.gov,TRUE,TRUE
millionhearts.hhs.gov,TRUE,TRUE
milwaukee.jobcorps.gov,TRUE,TRUE
mim.aphis.usda.gov,FALSE,TRUE
mimm.gov,TRUE,TRUE
mims.doe.gov,TRUE,TRUE
minationalguard.dodlive.mil,TRUE,TRUE
mindyourrisks.nih.gov,TRUE,TRUE
minerva.defense.gov,TRUE,TRUE
minerva.fnal.gov,TRUE,TRUE
mingo.jobcorps.gov,TRUE,TRUE
minneapolis.afrc.af.mil,TRUE,TRUE
minorityhealth.hhs.gov,TRUE,TRUE
minorityinternships.energy.gov,FALSE,TRUE
minot.af.mil,TRUE,TRUE
minot.tricare.mil,TRUE,TRUE
minutes.frtib.gov,TRUE,TRUE
mipav.cit.nih.gov,TRUE,TRUE
miramar-ems.marines.mil,TRUE,TRUE
miramar.marines.mil,TRUE,TRUE
mirecc.va.gov,TRUE,TRUE
mirror.pnl.gov,TRUE,TRUE
misawa.af.mil,TRUE,TRUE
misawa.tricare.mil,TRUE,TRUE
mishoe.nhlbi.nih.gov,FALSE,TRUE
misr.jpl.nasa.gov,TRUE,TRUE
misse1.larc.nasa.gov,TRUE,TRUE
missionstem.nasa.gov,TRUE,TRUE
mississippi.jobcorps.gov,TRUE,TRUE
misuse.ncbi.nlm.nih.gov,FALSE,TRUE
miul.ndc.nasa.gov,FALSE,TRUE
miwg.cap.gov,TRUE,TRUE
mixedsignalasic.jpl.nasa.gov,TRUE,TRUE
mk.usembassy.gov,TRUE,TRUE
ml.jpl.nasa.gov,TRUE,TRUE
ml.usembassy.gov,TRUE,TRUE
mlandriau.lbl.gov,TRUE,TRUE
mls.jpl.nasa.gov,TRUE,TRUE
mm.jpl.nasa.gov,FALSE,TRUE
mm.usembassy.gov,TRUE,TRUE
mmr.osmre.gov,TRUE,TRUE
mms.gsfc.nasa.gov,TRUE,TRUE
mmt.earthdata.nasa.gov,TRUE,TRUE
mmt.sit.earthdata.nasa.gov,FALSE,TRUE
mn.usembassy.gov,TRUE,TRUE
mnc-qa.ornl.gov,TRUE,TRUE
mnspruce.ornl.gov,TRUE,TRUE
mnx.pppl.gov,TRUE,TRUE
mo-idp.cms.gov,TRUE,TRUE
mo-idp.imp.cms.gov,TRUE,TRUE
mo99.ne.anl.gov,TRUE,TRUE
mobile.ahrq.gov,FALSE,TRUE
mobile.fmcsa.dot.gov,TRUE,TRUE
mobile.occ.gov,FALSE,TRUE
mobile.reginfo.gov,TRUE,TRUE
mobile.tidesandcurrents.noaa.gov,TRUE,TRUE
mobile.treasurydirect.gov,TRUE,TRUE
mobile.tva.gov,FALSE,TRUE
mobile.va.gov,TRUE,TRUE
mobile.vpn.va.gov,FALSE,TRUE
mobile.weather.gov,TRUE,TRUE
mobileconsole.ed.gov,TRUE,TRUE
mobilefire.airnow.gov,TRUE,TRUE
mobileguard.usmarshals.gov,FALSE,TRUE
mobilemi.ent.usda.gov,FALSE,TRUE
mobilepa.state.gov,FALSE,TRUE
mobiler.occ.gov,FALSE,TRUE
mobiletest.vpn.va.gov,FALSE,TRUE
mocha-cbioportal.cancer.gov,FALSE,TRUE
mod.lbl.gov,FALSE,TRUE
modac.cancer.gov,TRUE,TRUE
modaps.modaps.eosdis.nasa.gov,TRUE,TRUE
modis-land.gsfc.nasa.gov,TRUE,TRUE
modis-snow-ice.gsfc.nasa.gov,TRUE,TRUE
modis.gsfc.nasa.gov,TRUE,TRUE
modis.ornl.gov,TRUE,TRUE
modoc.nsopw.gov,TRUE,TRUE
modsim.af.mil,TRUE,TRUE
modwebsrv.modaps.eosdis.nasa.gov,FALSE,TRUE
moguard.ngb.mil,TRUE,TRUE
mojaveindiantribe.nsopw.gov,TRUE,TRUE
molaeon.hosc.msfc.nasa.gov,FALSE,TRUE
molaeonms.hosc.msfc.nasa.gov,FALSE,TRUE
molaeonowa.hosc.msfc.nasa.gov,FALSE,TRUE
molaeonsk.hosc.msfc.nasa.gov,FALSE,TRUE
molaeonsp.hosc.msfc.nasa.gov,FALSE,TRUE
moleculartargets.ccdi.cancer.gov,TRUE,TRUE
moles-melanoma-tool.cancer.gov,TRUE,TRUE
moncrief.tricare.mil,TRUE,TRUE
monitor.noaa.gov,TRUE,TRUE
monitor.sns.gov,TRUE,TRUE
monkeylogic.nimh.nih.gov,TRUE,TRUE
montepy.jpl.nasa.gov,TRUE,TRUE
montereybay.noaa.gov,TRUE,TRUE
montgomery.jobcorps.gov,TRUE,TRUE
moodstudy.ctss.nih.gov,TRUE,TRUE
moody.af.mil,TRUE,TRUE
moody.tricare.mil,TRUE,TRUE
moon.nasa.gov,TRUE,TRUE
mooseframework.inl.gov,TRUE,TRUE
morpheus.srs.gov,FALSE,TRUE
mortgageserv.sc.egov.usda.gov,FALSE,TRUE
mortuary.af.mil,TRUE,TRUE
mos.marad.dot.gov,FALSE,TRUE
moss.cdan.dot.gov,TRUE,TRUE
mostprobablenumbercalculator.epa.gov,TRUE,TRUE
mountainhome.af.mil,TRUE,TRUE
mountainhome.tricare.mil,TRUE,TRUE
move.va.gov,TRUE,TRUE
mp-jamffdp02.ornl.gov,FALSE,TRUE
mpai.ksc.nasa.gov,FALSE,TRUE
mpep.uspto.gov,TRUE,TRUE
mpincsurvey.cdc.gov,FALSE,TRUE
mping.nssl.noaa.gov,TRUE,TRUE
mplnet.gsfc.nasa.gov,TRUE,TRUE
mppc2013.pppl.gov,TRUE,TRUE
mpr.ams.usda.gov,FALSE,TRUE
mpr.datamart.ams.usda.gov,FALSE,TRUE
mptn.nsopw.gov,TRUE,TRUE
mr.usembassy.gov,TRUE,TRUE
mr2012.pppl.gov,FALSE,TRUE
mrc-europe.army.mil,TRUE,TRUE
mrc.hhs.gov,FALSE,TRUE
mrcportal.hhs.gov,TRUE,TRUE
mrctpat.cbp.dhs.gov,TRUE,TRUE
mrdata.usgs.gov,TRUE,TRUE
mrdg.health.mil,TRUE,TRUE
mriqc.nimh.nih.gov,FALSE,TRUE
mrisktool.cancer.gov,TRUE,TRUE
mrlc.gov,TRUE,TRUE
mrms.nssl.noaa.gov,TRUE,TRUE
mrodtweb.jpl.nasa.gov,FALSE,TRUE
mrodtweb1-dc1.jpl.nasa.gov,FALSE,TRUE
mrodtweb2-dc2.jpl.nasa.gov,FALSE,TRUE
mrr.usaid.gov,FALSE,TRUE
mrx.pppl.gov,TRUE,TRUE
msauth.tva.gov,FALSE,TRUE
msc.fema.gov,TRUE,TRUE
msc.usff.navy.mil,TRUE,TRUE
mscs.marad.dot.gov,TRUE,TRUE
msfcvpn.nasa.gov,FALSE,TRUE
msfcwebvpn.nasa.gov,FALSE,TRUE
msg.chem.iastate.edu,FALSE,TRUE
msha.gov,TRUE,TRUE
msiexchange.nasa.gov,TRUE,TRUE
msis.jsc.nasa.gov,TRUE,TRUE
msix.ed.gov,TRUE,TRUE
mslabs.sefsc.noaa.gov,FALSE,TRUE
mspb.gov,TRUE,TRUE
mspwss01.hadm.msfc.nasa.gov,FALSE,TRUE
msqs.gsfc.nasa.gov,TRUE,TRUE
msteams.tva.gov,FALSE,TRUE
mswg.cap.gov,TRUE,TRUE
mt.usembassy.gov,TRUE,TRUE
mtbs.gov,TRUE,TRUE
mtrac.nichd.nih.gov,TRUE,TRUE
mtss.cdan.dot.gov,TRUE,TRUE
mttc.jpl.nasa.gov,TRUE,TRUE
mtwg.cap.gov,TRUE,TRUE
mu.usembassy.gov,TRUE,TRUE
mu2e-docdb.fnal.gov,TRUE,TRUE
mu2e.fnal.gov,TRUE,TRUE
mu2emag-docdb.fnal.gov,TRUE,TRUE
mua.ndc.nasa.gov,FALSE,TRUE
muhlenberg.jobcorps.gov,TRUE,TRUE
muller.lbl.gov,FALSE,TRUE
multi.tva.com,FALSE,TRUE
multihazards.sciencebase.gov,FALSE,TRUE
multiplex.nih.gov,FALSE,TRUE
munson.tricare.mil,TRUE,TRUE
muon-g-2.fnal.gov,TRUE,TRUE
muon.fnal.gov,TRUE,TRUE
muscogee.nsopw.gov,TRUE,TRUE
museum.archives.gov,TRUE,TRUE
museum.nps.gov,TRUE,TRUE
music.af.mil,TRUE,TRUE
music.marines.mil,TRUE,TRUE
mutcd.fhwa.dot.gov,TRUE,TRUE
mv.usmission.gov,TRUE,TRUE
mvd.usace.army.mil,TRUE,TRUE
mvm.usace.army.mil,TRUE,TRUE
mvn.usace.army.mil,TRUE,TRUE
mw.usembassy.gov,TRUE,TRUE
mwr.obssr.od.nih.gov,TRUE,TRUE
mwsci.jpl.nasa.gov,TRUE,TRUE
mx.usembassy.gov,TRUE,TRUE
my.ginniemae.gov,TRUE,TRUE
my.nfipdirect.fema.gov,TRUE,TRUE
my.olcf.ornl.gov,FALSE,TRUE
my.sba.gov,TRUE,TRUE
my.ttb.gov,TRUE,TRUE
my.uscis.gov,TRUE,TRUE
my.usembassy.gov,TRUE,TRUE
my.usgs.gov,TRUE,TRUE
my.uspto.gov,TRUE,TRUE
myafn.dodlive.mil,TRUE,TRUE
myapps-val.fda.gov,FALSE,TRUE
mybinder.org,TRUE,TRUE
mycg.uscg.mil,TRUE,TRUE
mycitrix.tva.gov,FALSE,TRUE
mycocosm.jgi.doe.gov,TRUE,TRUE
myconnect.cancer.gov,TRUE,TRUE
mycreditunion.gov,TRUE,TRUE
myeddebt.ed.gov,TRUE,TRUE
myenergyrightadvisor.com,TRUE,TRUE
myeverify.uscis.gov,TRUE,TRUE
myhealth.va.gov,TRUE,TRUE
mymarketnews.ams.usda.gov,TRUE,TRUE
mymarketnewsdev.ams.usda.gov,FALSE,TRUE
mymoney.gov,TRUE,TRUE
mynasadata.larc.nasa.gov,TRUE,TRUE
mynavyhr.navy.mil,TRUE,TRUE
myoido.dhs.gov,TRUE,TRUE
mypaa.pbgc.gov,TRUE,TRUE
mypcpiv.bpa.gov,FALSE,TRUE
myplate.gov,TRUE,TRUE
mypower.tva.gov,TRUE,TRUE
mypropertymobile.nih.gov,TRUE,TRUE
mysales.fas.gsa.gov,TRUE,TRUE
mysalesb.fas.gsa.gov,FALSE,TRUE
mysbcx.ed.gov,TRUE,TRUE
mysteries.jpl.nasa.gov,TRUE,TRUE
mytravel.state.gov,TRUE,TRUE
myttbaccount.ttb.gov,FALSE,TRUE
myusap.usap.gov,TRUE,TRUE
myvessellogs.com,TRUE,TRUE
myvpn.nrel.gov,FALSE,TRUE
mywaterway-prod.app.cloud.gov,FALSE,TRUE
mywaterway.epa.gov,TRUE,TRUE
mz.usembassy.gov,TRUE,TRUE
n3b-aw-idm.em-la.doe.gov,FALSE,TRUE
n3b-aw-seg.em-la.doe.gov,FALSE,TRUE
na-24-oath.pnnl.gov,FALSE,TRUE
na.usembassy.gov,TRUE,TRUE
na22auth.pnl.gov,TRUE,TRUE
nab.usace.army.mil,TRUE,TRUE
nacarbon.org,TRUE,TRUE
naccenter.arc.nasa.gov,FALSE,TRUE
nacp-files.nacarbon.org,FALSE,TRUE
nacp.ornl.gov,TRUE,TRUE
naddb01.er.usgs.gov,TRUE,TRUE
naddb02.cr.usgs.gov,TRUE,TRUE
nadrc.acl.gov,TRUE,TRUE
nae.usace.army.mil,TRUE,TRUE
naeji.acl.gov,TRUE,TRUE
naepq.naep.ed.gov,TRUE,TRUE
nafri.gov,FALSE,TRUE
nag.edc.usda.gov,FALSE,TRUE
nagb.gov,TRUE,TRUE
nahw.jpl.nasa.gov,TRUE,TRUE
naif.jpl.nasa.gov,TRUE,TRUE
nal.usda.gov,TRUE,TRUE
nams.nifc.gov,FALSE,TRUE
namus.nij.ojp.gov,TRUE,TRUE
nan.usace.army.mil,TRUE,TRUE
nancynano.lbl.gov,TRUE,TRUE
nano.ccr.cancer.gov,TRUE,TRUE
nano.pppl.gov,TRUE,TRUE
nanooptics.lbl.gov,TRUE,TRUE
nanotheory.lbl.gov,TRUE,TRUE
nao.usace.army.mil,TRUE,TRUE
nap-qt.nwcg.gov,FALSE,TRUE
nap.nwcg.gov,FALSE,TRUE
nap.usace.army.mil,TRUE,TRUE
napa.ncjrs.gov,FALSE,TRUE
napac2016.aps.anl.gov,TRUE,TRUE
naples.tricare.mil,TRUE,TRUE
nara.usajobs.gov,TRUE,TRUE
narai.usajobs.gov,TRUE,TRUE
narations.blogs.archives.gov,TRUE,TRUE
nareeeab.ree.usda.gov,TRUE,TRUE
nari.arc.nasa.gov,TRUE,TRUE
narwhal.arc.nasa.gov,TRUE,TRUE
nas.er.usgs.gov,TRUE,TRUE
nas.nasa.gov,TRUE,TRUE
nasa.gov,TRUE,TRUE
nasa.usajobs.gov,TRUE,TRUE
nasa3d.arc.nasa.gov,TRUE,TRUE
nasaeclips.arc.nasa.gov,TRUE,TRUE
nasai.usajobs.gov,TRUE,TRUE
nasatoms.gsfc.nasa.gov,FALSE,TRUE
nasaviz.gsfc.nasa.gov,TRUE,TRUE
nasic.af.mil,TRUE,TRUE
nasirf.wff.nasa.gov,FALSE,TRUE
nasis.sc.egov.usda.gov,FALSE,TRUE
natc.acl.gov,TRUE,TRUE
natcapwg.cap.gov,TRUE,TRUE
nationalblueribbonschools.ed.gov,TRUE,TRUE
nationalcancerplan.cancer.gov,TRUE,TRUE
nationaldppcsc.cdc.gov,TRUE,TRUE
nationalgangcenter.ojp.gov,FALSE,TRUE
nationalguard.mil,TRUE,TRUE
nationalguardbureau.usajobs.gov,TRUE,TRUE
nationallakesassessment.epa.gov,TRUE,TRUE
nationalmuseum.af.mil,TRUE,TRUE
nationalregistry.fmcsa.dot.gov,TRUE,TRUE
nationalresourcedirectory.gov,TRUE,TRUE
nationsreportcard.ed.gov,TRUE,TRUE
nationsreportcard.gov,TRUE,TRUE
nato.usmission.gov,TRUE,TRUE
natsec.usajobs.gov,TRUE,TRUE
naturalresources.usajobs.gov,TRUE,TRUE
naturesnetwork.org,TRUE,TRUE
natweb-r53.usgs.gov,FALSE,TRUE
natweb.resolve.usgs.gov,FALSE,TRUE
natweb.usgs.gov,FALSE,TRUE
natwebcaas01.wr.usgs.gov,FALSE,TRUE
nau.usace.army.mil,TRUE,TRUE
nauticalcharts.noaa.gov,TRUE,TRUE
navajo.nsopw.gov,TRUE,TRUE
navalaviationnews.navylive.dodlive.mil,TRUE,TRUE
navalnuclearlab.energy.gov,TRUE,TRUE
navalsafetycommand.navy.mil,TRUE,TRUE
navcen.uscg.gov,TRUE,TRUE
navfac.navy.mil,TRUE,TRUE
navfac.usajobs.gov,TRUE,TRUE
navifor.usff.navy.mil,TRUE,TRUE
navigator.gsa.gov,TRUE,TRUE
navigator.lbl.gov,TRUE,TRUE
navigator.nps.gov,FALSE,TRUE
navsea.navy.mil,TRUE,TRUE
navsea.usajobs.gov,TRUE,TRUE
navsup.navy.mil,TRUE,TRUE
navwar.usajobs.gov,TRUE,TRUE
navy.mil,TRUE,TRUE
navyreserve.navy.mil,TRUE,TRUE
nbb.cap.gov,TRUE,TRUE
nbi.larc.nasa.gov,TRUE,TRUE
nbk.fdicconnect.gov,TRUE,TRUE
nbrc.gov,TRUE,TRUE
nc-cherokee.nsopw.gov,TRUE,TRUE
ncahtransfer.nadc.ars.usda.gov,FALSE,TRUE
ncai-reach.nhlbi.nih.gov,TRUE,TRUE
ncai.nhlbi.nih.gov,TRUE,TRUE
ncap.dol.gov,TRUE,TRUE
ncapps.acl.gov,TRUE,TRUE
ncats.nih.gov,TRUE,TRUE
ncbi.nlm.nih.gov,TRUE,TRUE
ncbiconfluence.ncbi.nlm.nih.gov,FALSE,TRUE
ncbiinsights.ncbi.nlm.nih.gov,TRUE,TRUE
ncbijira.ncbi.nlm.nih.gov,FALSE,TRUE
ncc-gtt-node9.epa.gov,FALSE,TRUE
ncc.navfac.navy.mil,TRUE,TRUE
ncc.nesdis.noaa.gov,TRUE,TRUE
ncc.usajobs.gov,TRUE,TRUE
nccad.dhs.gov,TRUE,TRUE
nccan.acf.hhs.gov,TRUE,TRUE
nccd.cdc.gov,FALSE,TRUE
nccdb.fmcsa.dot.gov,TRUE,TRUE
nccdphp-grants-funding.services.cdc.gov,TRUE,TRUE
nccih.nih.gov,TRUE,TRUE
nccoe.nist.gov,TRUE,TRUE
nccrexplorer.ccdi.cancer.gov,TRUE,TRUE
nccs-remoteaccess.nlm.nih.gov,FALSE,TRUE
nccs.nasa.gov,TRUE,TRUE
ncd.gov,TRUE,TRUE
ncea.acl.gov,TRUE,TRUE
ncei.noaa.gov,TRUE,TRUE
ncela.ed.gov,TRUE,TRUE
nceo.communities.ed.gov,TRUE,TRUE
nces.ed.gov,TRUE,TRUE
ncf.nci.nih.gov,TRUE,TRUE
ncfi.usss.gov,TRUE,TRUE
ncgm.uscg.mil,TRUE,TRUE
nche.ed.gov,TRUE,TRUE
nci60.cancer.gov,TRUE,TRUE
