Website,Public-Facing,Canonical List
molaeon.hosc.msfc.nasa.gov,No,Yes
molaeonms.hosc.msfc.nasa.gov,No,Yes
molaeonowa.hosc.msfc.nasa.gov,No,Yes
molaeonsk.hosc.msfc.nasa.gov,No,Yes
molaeonsp.hosc.msfc.nasa.gov,No,Yes
moleculartargets.ccdi.cancer.gov,Yes,Yes
moles-melanoma-tool.cancer.gov,Yes,Yes
monitor.sns.gov,Yes,Yes
monkeylogic.nimh.nih.gov,Yes,Yes
montepy.jpl.nasa.gov,Yes,Yes
moodstudy.ctss.nih.gov,Yes,Yes
moon.nasa.gov,Yes,Yes
mooseframework.inl.gov,Yes,Yes
morpheus.srs.gov,No,Yes
mortgageserv.sc.egov.usda.gov,No,Yes
move.va.gov,Yes,Yes
mp-jamffdp02.ornl.gov,No,Yes
mpai.ksc.nasa.gov,No,Yes
mpincsurvey.cdc.gov,No,Yes
mplnet.gsfc.nasa.gov,Yes,Yes
mppc2013.pppl.gov,Yes,Yes
mpr.ams.usda.gov,No,Yes
mpr.datamart.ams.usda.gov,No,Yes
mptn.nsopw.gov,Yes,Yes
mr2012.pppl.gov,No,Yes
mrc.hhs.gov,No,Yes
mrcportal.hhs.gov,Yes,Yes
mrctpat.cbp.dhs.gov,Yes,Yes
mrdata.usgs.gov,Yes,Yes
mriqc.nimh.nih.gov,No,Yes
mrisktool.cancer.gov,Yes,Yes
mrodtweb.jpl.nasa.gov,No,Yes
mrodtweb1-dc1.jpl.nasa.gov,No,Yes
mrodtweb2-dc2.jpl.nasa.gov,No,Yes
mrr.usaid.gov,No,Yes
mrx.pppl.gov,Yes,Yes
msc.fema.gov,Yes,Yes
msfcvpn.nasa.gov,No,Yes
msfcwebvpn.nasa.gov,No,Yes
msiexchange.nasa.gov,Yes,Yes
msis.jsc.nasa.gov,Yes,Yes
mspwss01.hadm.msfc.nasa.gov,No,Yes
msqs.gsfc.nasa.gov,Yes,Yes
mtbs.gov,Yes,Yes
mtrac.nichd.nih.gov,Yes,Yes
mttc.jpl.nasa.gov,Yes,Yes
mu2e-docdb.fnal.gov,Yes,Yes
mu2e.fnal.gov,Yes,Yes
mu2emag-docdb.fnal.gov,Yes,Yes
mua.ndc.nasa.gov,No,Yes
muller.lbl.gov,No,Yes
multi.tva.com,No,Yes
multihazards.sciencebase.gov,No,Yes
multiplex.nih.gov,No,Yes
muon-g-2.fnal.gov,Yes,Yes
muon.fnal.gov,Yes,Yes
muscogee.nsopw.gov,Yes,Yes
museum.archives.gov,Yes,Yes
museum.nps.gov,Yes,Yes
mwr.obssr.od.nih.gov,Yes,Yes
mwsci.jpl.nasa.gov,Yes,Yes
my.ginniemae.gov,Yes,Yes
my.nfipdirect.fema.gov,Yes,Yes
my.olcf.ornl.gov,No,Yes
my.ttb.gov,Yes,Yes
my.uscis.gov,Yes,Yes
my.usgs.gov,Yes,Yes
myapps-val.fda.gov,No,Yes
mybinder.org,Yes,Yes
mycitrix.tva.gov,No,Yes
mycocosm.jgi.doe.gov,Yes,Yes
myenergyrightadvisor.com,Yes,Yes
myeverify.uscis.gov,Yes,Yes
mymarketnews.ams.usda.gov,Yes,Yes
mymarketnewsdev.ams.usda.gov,No,Yes
mynasadata.larc.nasa.gov,Yes,Yes
myoido.dhs.gov,Yes,Yes
mypcpiv.bpa.gov,No,Yes
mypropertymobile.nih.gov,Yes,Yes
mysales.fas.gsa.gov,Yes,Yes
mysalesb.fas.gsa.gov,No,Yes
mysteries.jpl.nasa.gov,Yes,Yes
myusap.usap.gov,Yes,Yes
myvpn.nrel.gov,No,Yes
mywaterway-prod.app.cloud.gov,No,Yes
n3b-aw-idm.em-la.doe.gov,No,Yes
n3b-aw-seg.em-la.doe.gov,No,Yes
na-24-oath.pnnl.gov,No,Yes
na22auth.pnl.gov,Yes,Yes
nacarbon.org,Yes,Yes
naccenter.arc.nasa.gov,Yes,Yes
nacp-files.nacarbon.org,No,Yes
nacp.ornl.gov,Yes,Yes
naddb01.er.usgs.gov,Yes,Yes
naddb02.cr.usgs.gov,Yes,Yes
nadrc.acl.gov,Yes,Yes
naeji.acl.gov,Yes,Yes
nafri.gov,No,Yes
nag.edc.usda.gov,No,Yes
nahw.jpl.nasa.gov,Yes,Yes
naif.jpl.nasa.gov,Yes,Yes
nams.nifc.gov,No,Yes
namus.nij.ojp.gov,Yes,Yes
nancynano.lbl.gov,Yes,Yes
nano.ccr.cancer.gov,Yes,Yes
nano.pppl.gov,Yes,Yes
nanooptics.lbl.gov,Yes,Yes
nanotheory.lbl.gov,Yes,Yes
nap-qt.nwcg.gov,No,Yes
nap.nwcg.gov,No,Yes
napa.ncjrs.gov,No,Yes
napac2016.aps.anl.gov,Yes,Yes
nara.usajobs.gov,Yes,Yes
narai.usajobs.gov,Yes,Yes
narations.blogs.archives.gov,Yes,Yes
nareeeab.ree.usda.gov,Yes,Yes
nari.arc.nasa.gov,Yes,Yes
nas.er.usgs.gov,Yes,Yes
nas.nasa.gov,Yes,Yes
nasa.usajobs.gov,Yes,Yes
nasa3d.arc.nasa.gov,Yes,Yes
nasaeclips.arc.nasa.gov,Yes,Yes
nasai.usajobs.gov,Yes,Yes
nasatoms.gsfc.nasa.gov,No,Yes
nasaviz.gsfc.nasa.gov,Yes,Yes
nasirf.wff.nasa.gov,No,Yes
nasis.sc.egov.usda.gov,No,Yes
natc.acl.gov,Yes,Yes
nationalcancerplan.cancer.gov,Yes,Yes
nationaldppcsc.cdc.gov,Yes,Yes
nationalgangcenter.ojp.gov,No,Yes
nationalguardbureau.usajobs.gov,Yes,Yes
natsec.usajobs.gov,Yes,Yes
naturalresources.usajobs.gov,Yes,Yes
naturesnetwork.org,Yes,Yes
natweb-r53.usgs.gov,No,Yes
natweb.resolve.usgs.gov,No,Yes
natwebcaas01.wr.usgs.gov,No,Yes
navajo.nsopw.gov,Yes,Yes
navalnuclearlab.energy.gov,Yes,Yes
navcen.uscg.gov,Yes,Yes
navfac.usajobs.gov,Yes,Yes
navigator.gsa.gov,Yes,Yes
navigator.lbl.gov,Yes,Yes
navigator.nps.gov,No,Yes
navsea.usajobs.gov,Yes,Yes
navwar.usajobs.gov,Yes,Yes
nbi.larc.nasa.gov,Yes,Yes
nbk.fdicconnect.gov,Yes,Yes
nc-cherokee.nsopw.gov,Yes,Yes
ncahtransfer.nadc.ars.usda.gov,No,Yes
ncai-reach.nhlbi.nih.gov,Yes,Yes
ncai.nhlbi.nih.gov,Yes,Yes
ncap.dol.gov,Yes,Yes
ncapps.acl.gov,Yes,Yes
ncats.nih.gov,Yes,Yes
ncbi.nlm.nih.gov,Yes,Yes
ncbiconfluence.ncbi.nlm.nih.gov,No,Yes
ncbiinsights.ncbi.nlm.nih.gov,Yes,Yes
ncbijira.ncbi.nlm.nih.gov,No,Yes
ncc.usajobs.gov,Yes,Yes
nccad.dhs.gov,Yes,Yes
nccan.acf.hhs.gov,Yes,Yes
nccd.cdc.gov,No,Yes
nccrexplorer.ccdi.cancer.gov,Yes,Yes
nccs-remoteaccess.nlm.nih.gov,No,Yes
nccs.nasa.gov,Yes,Yes
ncd.gov,Yes,Yes
ncea.acl.gov,Yes,Yes
ncf.nci.nih.gov,Yes,Yes
ncfi.usss.gov,Yes,Yes
nci60.cancer.gov,Yes,Yes
nciadvocates.cancer.gov,Yes,Yes
nciformulary.cancer.gov,Yes,Yes
ncifrederick.cancer.gov,Yes,Yes
ncihub.cancer.gov,Yes,Yes
ncim.nci.nih.gov,Yes,Yes
ncimvn.nci.nih.gov,Yes,Yes
ncirc.bja.ojp.gov,No,Yes
ncit.cancer.gov,Yes,Yes
ncit.nci.nih.gov,Yes,Yes
ncitermform.nci.nih.gov,Yes,Yes
nciterms.nci.nih.gov,Yes,Yes
ncithesaurus.nci.nih.gov,Yes,Yes
ncler.acl.gov,Yes,Yes
ncmdb.extranet.ornl.gov,Yes,Yes
ncorp.cancer.gov,Yes,Yes
ncportal.fas.gsa.gov,Yes,Yes
ncportals.fas.gsa.gov,No,Yes
ncportalt.fas.gsa.gov,No,Yes
ncr.anywhere.gsa.gov,No,Yes
ncrar.research.va.gov,Yes,Yes
ncrc.gov,Yes,Yes
ncrdspublic.er.usgs.gov,Yes,Yes
ncrms.niaid.nih.gov,Yes,Yes
ncrmsrs.niaid.nih.gov,No,Yes
ncsacw-ta.acf.hhs.gov,No,Yes
ncsacw.acf.hhs.gov,Yes,Yes
ncses.nsf.gov,Yes,Yes
ncsesdata.nsf.gov,Yes,Yes
ncsslabdatamart.sc.egov.usda.gov,No,Yes
ncsx.pppl.gov,Yes,Yes
nctn-data-archive.nci.nih.gov,Yes,Yes
nctnbanks.cancer.gov,Yes,Yes
ncua.usajobs.gov,Yes,Yes
ncvhs.hhs.gov,Yes,Yes
ncvs.bjs.ojp.gov,No,Yes
nda.nih.gov,Yes,Yes
ndacan.acf.hhs.gov,Yes,Yes
ndacc.larc.nasa.gov,Yes,Yes
ndc.sciencebase.gov,No,Yes
ndc.services.cdc.gov,Yes,Yes
ndcxii.lbl.gov,No,Yes
nde.larc.nasa.gov,Yes,Yes
ndeaa.jpl.nasa.gov,Yes,Yes
ndex.fbi.gov,Yes,Yes
ndkswspubp01.ndc.nasa.gov,No,Yes
ndkswspubvip.ndc.nasa.gov,No,Yes
ndms.hhs.gov,Yes,Yes
ndmssuite.hhs.gov,Yes,Yes
ndmswspubvip.ndc.nasa.gov,No,Yes
ndmswspubvipt.ndc.nasa.gov,No,Yes
ned.nih.gov,Yes,Yes
ned.usgs.gov,Yes,Yes
neibank.nei.nih.gov,Yes,Yes
neidatacommons.nei.nih.gov,Yes,Yes
nek.ksc.nasa.gov,Yes,Yes
nek5000.mcs.anl.gov,Yes,Yes
nekcem.mcs.anl.gov,Yes,Yes
neklbm.mcs.anl.gov,Yes,Yes
nematode.ars.usda.gov,Yes,Yes
nems.nih.gov,Yes,Yes
neno.lanl.gov,No,Yes
neo-bolide.ndc.nasa.gov,Yes,Yes
neo.gsfc.nasa.gov,Yes,Yes
neoproperties.arc.nasa.gov,Yes,Yes
nephele.niaid.nih.gov,Yes,Yes
nepp.nasa.gov,Yes,Yes
nerp.ornl.gov,Yes,Yes
nescacademy.nasa.gov,Yes,Yes
nesr.usda.gov,Yes,Yes
ness.atf.gov,No,Yes
nessapp.atf.gov,No,Yes
nessapptest.atf.gov,No,Yes
nesstest.atf.gov,No,Yes
nest.lbl.gov,No,Yes
nestservices.sc.egov.usda.gov,No,Yes
netl.doe.gov,Yes,Yes
netpass.pnl.gov,No,Yes
netpass.pnnl.gov,No,Yes
netresponse.cardiocom.va.gov,No,Yes
netresponse.medtronic.va.gov,No,Yes
netspublic.grc.nasa.gov,Yes,Yes
neup.inl.gov,Yes,Yes
neurobiobank.nih.gov,Yes,Yes
neurohiv.ctss.nih.gov,Yes,Yes
neuromod.ctss.nih.gov,Yes,Yes
neuromorphic.ornl.gov,No,Yes
neuroscience.sandia.gov,Yes,Yes
neuroscienceblueprint.nih.gov,Yes,Yes
neutgx.niaid.nih.gov,Yes,Yes
neutrino.bnl.gov,Yes,Yes
neutrinophysics.fnal.gov,Yes,Yes
neutrons.ornl.gov,Yes,Yes
new.nsf.gov,Yes,Yes
newbornscreening.hrsa.gov,Yes,Yes
newengland.va.gov,Yes,Yes
newfrontiers.larc.nasa.gov,Yes,Yes
news.fnal.gov,Yes,Yes
news.nnlm.gov,Yes,Yes
news.va.gov,Yes,Yes
news2use.ors.nih.gov,Yes,Yes
newscenter.lbl.gov,Yes,Yes
newsinhealth.nih.gov,Yes,Yes
next.cancer.gov,Yes,Yes
nextgen.cio.egos.nih.gov,No,Yes
nextgen.dfafacts.gov,No,Yes
nexus.mobilehealth.va.gov,No,Yes
nexus.od.nih.gov,Yes,Yes
nfat.sc.egov.usda.gov,No,Yes
nfc.usda.gov,Yes,Yes
nfcr.lanl.gov,Yes,Yes
nfipservices.floodsmart.gov,Yes,Yes
nfirs.fema.gov,Yes,Yes
nflss.blm.gov,Yes,Yes
nfpors.gov,No,Yes
nfr.cdc.gov,No,Yes
nfrp.ha.nci.nih.gov,Yes,Yes
nfrtest.cdc.gov,No,Yes
nfsdx.fda.gov,No,Yes
nfsdx.preprod.fda.gov,No,Yes
nga.larc.nasa.gov,Yes,Yes
ngee-arctic.ornl.gov,Yes,Yes
ngee-tropics.lbl.gov,Yes,Yes
ngee.ornl.gov,No,Yes
ngmdb.usgs.gov,Yes,Yes
nhales.ctss.nih.gov,No,Yes
nhbpi.nsopw.gov,Yes,Yes
nhlbi-casper.nhlbi.nih.gov,No,Yes
nhsc.hrsa.gov,Yes,Yes
nhts.ornl.gov,Yes,Yes
nhttac.acf.hhs.gov,Yes,Yes
niairplgsun.irp.nia.nih.gov,Yes,Yes
nibrs.fbi.gov,Yes,Yes
niccs.cisa.gov,Yes,Yes
nichddirsage.nichd.nih.gov,Yes,Yes
nicic.gov,Yes,Yes
nicsezcheckfbi.gov,Yes,Yes
nida.nih.gov,Yes,Yes
nidb.nih.gov,No,Yes
nidcddev.nidcd.nih.gov,No,Yes
nidcdstg.nidcd.nih.gov,No,Yes
nidcdtest.nidcd.nih.gov,No,Yes
nidcr-ldgw.nidcr.nih.gov,No,Yes
nightsky.jpl.nasa.gov,Yes,Yes
nigms.nih.gov,Yes,Yes
nih-cbstp.nci.nih.gov,Yes,Yes
nih.usajobs.gov,Yes,Yes
nihbpss.olao.od.nih.gov,Yes,Yes
nihcats.olao.od.nih.gov,Yes,Yes
nihcatsiii.egos.nih.gov,No,Yes
nihlibrary.ors.nih.gov,No,Yes
nihrecord.nih.gov,Yes,Yes
nihsc1.od.nih.gov,Yes,Yes
nihsearch.cit.nih.gov,No,Yes
nij.ojp.gov,Yes,Yes
nimbus.cr.usgs.gov,Yes,Yes
nimhcontent.nimh.nih.gov,No,Yes
nimhd.nih.gov,Yes,Yes
nimhimgprd.nimh.nih.gov,Yes,Yes
nimhmoodresearch.ctss.nih.gov,Yes,Yes
nimhnetprd.nimh.nih.gov,No,Yes
nimhresearchvolunteer.ctss.nih.gov,Yes,Yes
nirp.sandia.gov,No,Yes
nisar.jpl.nasa.gov,Yes,Yes
nisc.nih.gov,Yes,Yes
nist.usajobs.gov,Yes,Yes
nitaac.nih.gov,Yes,Yes
nlmdirector.nlm.nih.gov,Yes,Yes
nlmnccsvpxcb.nlm.nih.gov,No,Yes
nlmnccsvpxpiv.nlm.nih.gov,No,Yes
nlmpubs.nlm.nih.gov,No,Yes
nlmrsaweb.nlm.nih.gov,No,Yes
nlrb.usajobs.gov,Yes,Yes
nlrbcareers.usajobs.gov,Yes,Yes
nlrbinternalvacancies.usajobs.gov,Yes,Yes
nlsp.nasa.gov,Yes,Yes
nm-gsf14-z3a.nascom.nasa.gov,No,Yes
nm-gsf32-z10a.nascom.nasa.gov,No,Yes
nm-gsf32-z10k.nascom.nasa.gov,No,Yes
nm.blm.gov,No,Yes
nmb.gov,Yes,Yes
nmed.inl.gov,Yes,Yes
nmr.cit.nih.gov,Yes,Yes
nmra.kcnsc.doe.gov,No,Yes
nnaccess.doe.gov,No,Yes
nnss.gov,Yes,Yes
nodis3.gsfc.nasa.gov,Yes,Yes
nola.spr.doe.gov,No,Yes
nomercury.nih.gov,No,Yes
nonneutral.pppl.gov,Yes,Yes
nooksack.nsopw.gov,Yes,Yes
norc.acl.gov,Yes,Yes
nordman.lbl.gov,Yes,Yes
northenlab.lbl.gov,Yes,Yes
northernarapaho.nsopw.gov,Yes,Yes
notebook.bbg.gov,No,Yes
nova-docdb.fnal.gov,Yes,Yes
npdb-hipdb.hrsa.gov,No,Yes
npdb.hrsa.gov,Yes,Yes
npdev.nidcd.nih.gov,No,Yes
npgallery.nps.gov,Yes,Yes
npgsweb.ars-grin.gov,No,Yes
npin-prod-az.cdc.gov,No,Yes
npin.cdc.gov,Yes,Yes
npiregistry.cms.hhs.gov,Yes,Yes
npmpmobile.nih.gov,Yes,Yes
npp.cdc.gov,Yes,Yes
npp.glb.cdc.gov,No,Yes
nppes.cms.hhs.gov,No,Yes
npptest.cdc.gov,No,Yes
npptest.glb.cdc.gov,No,Yes
npqc.lbl.gov,Yes,Yes
nps.usajobs.gov,Yes,Yes
npstg.nidcd.nih.gov,No,Yes
npworkforce.science.energy.gov,Yes,Yes
nrcctxrelay.ttb.gov,No,Yes
nrcs.prod.usda.gov,No,Yes
nrcsgeodata.sc.egov.usda.gov,No,Yes
nrcspad.sc.egov.usda.gov,No,Yes
nrcspeed.ttb.gov,No,Yes
nrrl.ncaur.usda.gov,No,Yes
nrtwq.usgs.gov,Yes,Yes
ns.cms.gov,No,Yes
nsac2004.bnl.gov,Yes,Yes
nsc.nasa.gov,No,Yes
nsddkmw.energy.gov,No,Yes
nsddportal.pnnl.gov,No,Yes
nsddte.pnnl.gov,No,Yes
nsddupload.ornl.gov,Yes,Yes
nsf.usajobs.gov,Yes,Yes
nspires.nasaprs.com,Yes,Yes
nsrcportal.sandia.gov,Yes,Yes
nsrdb.nrel.gov,Yes,Yes
nsrl.bnl.gov,No,Yes
nss-8-chicago.aps.anl.gov,Yes,Yes
nssdc.gsfc.nasa.gov,Yes,Yes
nstx-forum-2011.pppl.gov,Yes,Yes
nstx-upgrade.pppl.gov,Yes,Yes
ntc.doe.gov,Yes,Yes
ntp.niehs.nih.gov,Yes,Yes
ntpsearch.niehs.nih.gov,Yes,Yes
ntrs.nasa.gov,Yes,Yes
nuclear-structure.lbl.gov,Yes,Yes
nuclear.gov,No,Yes
nuclearfuel.inl.gov,Yes,Yes
nuclearscienceday.lbl.gov,Yes,Yes
nurse.usajobs.gov,Yes,Yes
nutrition.va.gov,Yes,Yes
nuwrf.gsfc.nasa.gov,Yes,Yes
nvite.jsc.nasa.gov,Yes,Yes
nwd.acl.gov,Yes,Yes
nwis.waterdata.usgs.gov,Yes,Yes
nwis.waterservices.usgs.gov,Yes,Yes
nytd.acf.hhs.gov,No,Yes
oacu.oir.nih.gov,Yes,Yes
oacutraining.od.nih.gov,No,Yes
oalm.od.nih.gov,Yes,Yes
oam.acl.gov,No,Yes
oamp.hbcu.od.nih.gov,Yes,Yes
oamp.od.nih.gov,Yes,Yes
oar.nih.gov,Yes,Yes
oasis.cdc.gov,Yes,Yes
oauth.alcf.anl.gov,No,Yes
obamaadministration.archives.performance.gov,Yes,Yes
obamalibrary.archives.gov,Yes,Yes
obamawhitehouse.archives.gov,No,Yes
obc.lbl.gov,Yes,Yes
observer.globe.gov,Yes,Yes
obssr.od.nih.gov,Yes,Yes
ocad.iss.nasa.gov,No,Yes
occ.gov,Yes,Yes
occ.treas.gov,Yes,Yes
occms.acf.hhs.gov,No,Yes
occsecuremail.banknet.gov,Yes,Yes
ocdashboard.ahrq.gov,No,Yes
ocdb.smce.nasa.gov,Yes,Yes
oceanbots.lbl.gov,Yes,Yes
oceancolor.sci.gsfc.nasa.gov,Yes,Yes
oceandata.sci.gsfc.nasa.gov,Yes,Yes
oceanxtremes.jpl.nasa.gov,Yes,Yes
ocio.nih.gov,Yes,Yes
oco2.gesdisc.eosdis.nasa.gov,No,Yes
ocov2.jpl.nasa.gov,Yes,Yes
ocov3.jpl.nasa.gov,Yes,Yes
ocr-eeop-admin.ncjrs.gov,No,Yes
ocreco.od.nih.gov,Yes,Yes
ocrportal.hhs.gov,Yes,Yes
ocrtmeapps.cc.nih.gov,Yes,Yes
ocrtraining.cit.nih.gov,No,Yes
ocsp.acf.hhs.gov,Yes,Yes
octrials-rpt.nci.nih.gov,No,Yes
octrials.nci.nih.gov,Yes,Yes
odeo.larc.nasa.gov,Yes,Yes
ods.od.nih.gov,Yes,Yes
odspracticum.od.nih.gov,Yes,Yes
oed.nhlbi.nih.gov,Yes,Yes
oedc.nasa.gov,No,Yes
oedca.va.gov,No,Yes
oerstaff.od.nih.gov,No,Yes
oes.gsa.gov,Yes,Yes
ofac.treasury.gov,Yes,Yes
ofacp.nih.gov,Yes,Yes
officeofbudget.od.nih.gov,Yes,Yes
offices.sc.egov.usda.gov,Yes,Yes
ofm.od.nih.gov,Yes,Yes
ogc.od.nih.gov,Yes,Yes
oh.larc.nasa.gov,Yes,Yes
ohcrheasp.tsa.dhs.gov,Yes,Yes
ohcrheast.tsa.dhs.gov,Yes,Yes
ohkayowingeh.nsopw.gov,Yes,Yes
ohrp.cit.nih.gov,Yes,Yes
ohsrp.nih.gov,Yes,Yes
oig.denali.gov,Yes,Yes
oig.dhs.gov,Yes,Yes
oig.dol.gov,Yes,Yes
oig.hhs.gov,Yes,Yes
oig.justice.gov,Yes,Yes
oig.nasa.gov,Yes,Yes
oig.nsf.gov,Yes,Yes
oig.pbgc.gov,Yes,Yes
oig.ssa.gov,Yes,Yes
oig.treasury.gov,Yes,Yes
oig.tva.com,Yes,Yes
oig.tva.gov,Yes,Yes
oig.usaid.gov,Yes,Yes
oigdr.hq.nasa.gov,No,Yes
oigempowerline.com,Yes,Yes
oighotline.nrc-gateway.gov,Yes,Yes
oiip.jpl.nasa.gov,No,Yes
oir.cit.nih.gov,No,Yes
oir.nih.gov,Yes,Yes
ois-qt.nwcg.gov,No,Yes
ois.nwcg.gov,No,Yes
oitecareersblog.od.nih.gov,Yes,Yes
ojjdp.ojp.gov,Yes,Yes
ojpsso.ojp.gov,No,Yes
oklahoma.feb.gov,Yes,Yes
olao.od.nih.gov,Yes,Yes
olaw.nih.gov,Yes,Yes
olderindians.acl.gov,Yes,Yes
oldwiki.grantsolutions.gov,No,Yes
olga.er.usgs.gov,No,Yes
oltaris.nasa.gov,Yes,Yes
om.od.nih.gov,Yes,Yes
oma.od.nih.gov,Yes,Yes
omaha.nsopw.gov,Yes,Yes
ombudsman.nih.gov,Yes,Yes
omg.jpl.nasa.gov,Yes,Yes
omics-oncogenomics.ccr.cancer.gov,No,Yes
omisips1.omisips.eosdis.nasa.gov,Yes,Yes
omms.sandia.gov,Yes,Yes
omniweb.gsfc.nasa.gov,Yes,Yes
omps.gesdisc.eosdis.nasa.gov,No,Yes
oms.cfsrportal.acf.hhs.gov,No,Yes
omtribe.nsopw.gov,Yes,Yes
onboard.usastaffing.gov,Yes,Yes
oncprojectracking.healthit.gov,Yes,Yes
oneida.nsopw.gov,Yes,Yes
online.star.bnl.gov,Yes,Yes
onlinetraining.nwcg.gov,No,Yes
ono.ccmc.gsfc.nasa.gov,No,Yes
onrr-connection.onrr.gov,No,Yes
onrr.gov,Yes,Yes
onsight.jpl.nasa.gov,No,Yes
oos.nsf.gov,No,Yes
opa-fpclinicdb.hhs.gov,Yes,Yes
opa.hhs.gov,Yes,Yes
open.cdc.gov,Yes,Yes
open.fda.gov,Yes,Yes
open.gsa.gov,Yes,Yes
open.obamawhitehouse.archives.gov,No,Yes
open.usa.gov,Yes,Yes
opendap.cr.usgs.gov,Yes,Yes
opendap.larc.nasa.gov,Yes,Yes
opendata.bsee.gov,No,Yes
openi-wip.lhcaws.nlm.nih.gov,Yes,Yes
openi.nlm.nih.gov,Yes,Yes
openopps.usajobs.gov,Yes,Yes
openopps.usajobs.gov,Yes,Yes
openpaymentsdata.cms.gov,Yes,Yes
openpet.lbl.gov,Yes,Yes
openscience.bnl.gov,Yes,Yes
opensearch-ui.earthdata.nasa.gov,No,Yes
opensource.gsfc.nasa.gov,Yes,Yes
openstudio.net,Yes,Yes
operations.fnal.gov,Yes,Yes
opm.usajobs.gov,Yes,Yes
opotxfind.hrsa.gov,Yes,Yes
opportunityzones.hud.gov,Yes,Yes
ops.lbl.gov,No,Yes
optics.msfc.nasa.gov,Yes,Yes
optimization.lbl.gov,Yes,Yes
optn.transplant.hrsa.gov,Yes,Yes
oralhealth.thinkculturalhealth.hhs.gov,Yes,Yes
orapartners.fda.gov,Yes,Yes
orauportal.fda.gov,No,Yes
orautest.fda.gov,No,Yes
orbitaldebris.jsc.nasa.gov,Yes,Yes
order.nia.nih.gov,Yes,Yes
orf.od.nih.gov,Yes,Yes
organic.ams.usda.gov,Yes,Yes
organizations.lanl.gov,Yes,Yes
organizations.nsopw.gov,Yes,Yes
orgs.fnal.gov,Yes,Yes
ori.hhs.gov,Yes,Yes
origin-exclusions.oig.hhs.gov,Yes,Yes
origin-my.uscis.gov,Yes,Yes
origin-qa-api.cbp.dhs.gov,No,Yes
origin-www.acquisition.gov,No,Yes
origin-www.gsa.gov,No,Yes
origins-habitability.jpl.nasa.gov,Yes,Yes
orio.niehs.nih.gov,Yes,Yes
orip.nih.gov,Yes,Yes
orise.orau.gov,Yes,Yes
orisecompetition.science.energy.gov,No,Yes
ornleoc.ornl.gov,No,Yes
ors.od.nih.gov,Yes,Yes
ors.pnnl.gov,No,Yes
orsbloodtool.sandia.gov,Yes,Yes
orso.niehs.nih.gov,Yes,Yes
orwh.od.nih.gov,Yes,Yes
osage.nsopw.gov,Yes,Yes
osdbu.hhs.gov,Yes,Yes
osdr.nasa.gov,Yes,Yes
oshacareers.usajobs.gov,Yes,Yes
osp.od.nih.gov,Yes,Yes
osp.va.gov,Yes,Yes
osrp.lanl.gov,Yes,Yes
ost-liaison.doe.gov,No,Yes
ostr.ccr.cancer.gov,Yes,Yes
otp-extranet.samhsa.gov,No,Yes
otp.nih.gov,No,Yes
ots.treas.gov,Yes,Yes
ott.jpl.nasa.gov,Yes,Yes
ottawatribe.nsopw.gov,Yes,Yes
ottumwa.jobcorps.gov,Yes,Yes
oui.doleta.gov,Yes,Yes
outage.fws.gov,Yes,Yes
outgassing.nasa.gov,Yes,Yes
outreachevents.grc.nasa.gov,Yes,Yes
outreachpro.nia.nih.gov,Yes,Yes
ovc.ojp.gov,Yes,Yes
ovcncvrw.ncjrs.gov,Yes,Yes
overflow.larc.nasa.gov,Yes,Yes
ovis.ca.sandia.gov,Yes,Yes
ovwreview.justice.gov,Yes,Yes
owcpconnect.dol.gov,Yes,Yes
owcpmed.dol.gov,Yes,Yes
ows.doleta.gov,No,Yes
ozoneaq.gsfc.nasa.gov,No,Yes
ozonewatch.gsfc.nasa.gov,Yes,Yes
p3hpc2018.lbl.gov,Yes,Yes
pa.sandia.gov,Yes,Yes
pace.gsfc.nasa.gov,Yes,Yes
pace.ornl.gov,Yes,Yes
pacific.pnl.gov,No,Yes
page.energy.gov,Yes,Yes
page2mobile.nih.gov,No,Yes
pages.cloud.gov,No,Yes
pagrants.fema.gov,Yes,Yes
pal.acf.hhs.gov,Yes,Yes
pal.pnnl.gov,Yes,Yes
pamsexternalhelp.science.energy.gov,Yes,Yes
pamsjira.science.energy.gov,No,Yes
pamspublic.science.energy.gov,No,Yes
panache.ninds.nih.gov,Yes,Yes
pandora.gsfc.nasa.gov,Yes,Yes
panelreview.doleta.gov,No,Yes
panomics.pnnl.gov,Yes,Yes
pansstudy.ctss.nih.gov,Yes,Yes
pantex.doe.gov,Yes,Yes
pantex.energy.gov,Yes,Yes
panthers.app.cloud.gov,No,Yes
panvpn.oig.hhs.gov,No,Yes
papka.cels.anl.gov,Yes,Yes
par.nsf.gov,Yes,Yes
parker.gsfc.nasa.gov,Yes,Yes
parking.nih.gov,No,Yes
parkinsons.va.gov,Yes,Yes
parkinsontrial.ninds.nih.gov,Yes,Yes
parkplanning.nps.gov,Yes,Yes
pars2ebirst.doe.gov,Yes,Yes
pars2etfa.doe.gov,Yes,Yes
part.iss.nasa.gov,No,Yes
partners.niehs.nih.gov,Yes,Yes
partnerships.gsfc.nasa.gov,Yes,Yes
partnerships.nationalmap.gov,Yes,Yes
partnerweb.usda.gov,No,Yes
partnerweb16dev.usda.gov,No,Yes
partnerweb16ppro.usda.gov,No,Yes
partnerwithapayer.org,Yes,Yes
parts.jpl.nasa.gov,Yes,Yes
pascuayaqui.nsopw.gov,Yes,Yes
passion.lbl.gov,Yes,Yes
pastfusion.gss.anl.gov,No,Yes
pathfinder.va.gov,Yes,Yes
