target_url,base_domain,branch,agency,agency_code,bureau,bureau_code,source_list_federal_domains,source_list_pulse,source_list_dap,source_manually_added
445aw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
446aw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
459arw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
477fg.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
492sow.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
4af.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
501csw.usafe.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
505ccw.acc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
507arw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
512aw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
514amw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
521amow.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
53rdwing.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
552acw.acc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
557weatherwing.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
59mdw.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
5af.pacaf.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
618tacc.amc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
624rsg.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
7af.pacaf.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
8af.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
908aw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
913ag.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
916arw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
919sow.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
920rqw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
926wing.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
927arw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
931arw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
932aw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
940arw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
944fw.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
960cyber.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aatc.ang.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
acc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
adr.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aetc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afaa.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afams.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afcec.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afcent.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afdw.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afgsc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afhistory.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afhistoryandmuseums.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afhra.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afimsc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afinspectorgeneral.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afjag.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aflcmc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afmaa.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afmc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afnwc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afotec.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afoutreach.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afpc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afrl.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afsbirsttr.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afsc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afsfc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afsig.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afsoc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afspc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aft3.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aftc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afwerx.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aiaccelerator.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
airforcebes.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
airforcehollywood.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
airforcemedicine.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
airforcesmallbiz.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
airforcespecialtactics.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
airman.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
airmanmagazine.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
alpenacrtc.ang.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
altus.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
amc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
andersen.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ang.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
angtec.ang.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
arnold.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
arpc.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aviano.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
barksdale.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
basictraining.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
beale.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
beready.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
bmtflightphotos.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cannon.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cemm.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
columbus.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
compliance.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
creech.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cyberspacecapabilitiescenter.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
data.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dm.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dobbins.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
doctrine.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dover.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dyess.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
e-publishing.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
eads.ang.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
edwards.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
eglin.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
eielson.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ellsworth.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
expeditionarycenter.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
fairchild.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
futures.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
goodfellow.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
gosere.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
grandforks.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
grissom.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
gulfportcrtc.ang.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hanscom.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hill.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
holloman.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
homestead.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
honorguard.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
housing.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hqrio.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hurlburt.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
incirlik.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
jagreporter.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
jba.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
jble.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
kadena.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
keesler.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
kirtland.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
kunsan.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
lakenheath.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
laughlin.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
learningprofessionals.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
littlerock.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
luke.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
macdill.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
malmstrom.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
march.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mars.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
maxwell.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mcchord.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mcconnell.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mildenhall.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
minneapolis.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
minot.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
misawa.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
modsim.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
moody.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mortuary.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mountainhome.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
music.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nasic.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nationalmuseum.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nellis.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
netcents.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
niagara.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
njang.ang.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
offutt.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
osan.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
osi.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
pacaf.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
pittsburgh.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
pope.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
privacy.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
publicaffairs.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ramstein.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
recruiting.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
resilience.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
retirees.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
robins.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
safcn.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
safety.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
saffm.hq.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
safgc.hq.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
safia.hq.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
safie.hq.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
safsq.hq.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
scientificadvisoryboard.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
scott.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
search.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
secretsdeclassified.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
seymourjohnson.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
shaw.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
sheppard.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
spangdahlem.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
specialwarfaretw.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
studyguides.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
tesseract.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
tinker.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
torch.aetc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
trademark.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
travis.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
tyndall.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
