target_url,branch,agency,bureau,base_domain_pulse,source_list_federal_domains,source_list_pulse,source_list_dap,source_list_omb_idea,source_list_eotw,source_list_usagov,source_list_gov_man,source_list_uscourts,source_list_oira,source_list_mil_1,source_list_mil_2,omb_idea_public
notify.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
ojp.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,true,false,false,
ojpnet.ojp.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
operationladyjustice.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
ows.usdoj.gov,,,,usdoj.gov,false,true,false,false,true,false,false,false,false,false,false,
ows2.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
ows2s.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
ows3.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
ows3s.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
owss.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
piv.tax.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
portal.cops.usdoj.gov,,,,usdoj.gov,false,true,false,true,false,false,false,false,false,false,false,true
portal0.cops.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
pps.esp.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
relativity.tax.usdoj.gov,,,,usdoj.gov,false,true,false,true,false,false,false,false,false,false,false,false
search.deadiversion.usdoj.gov,,,,usdoj.gov,false,true,false,true,false,false,false,false,false,false,false,true
secureemail.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
telework.ojp.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
tfrgs.ustp.usdoj.gov,,,,usdoj.gov,false,true,false,true,false,false,false,false,false,false,false,false
uat.operationladyjustice.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
www0.cops.usdoj.gov,,,,usdoj.gov,false,true,false,false,false,false,false,false,false,false,false,
smeqa.usds.gov,,,,usds.gov,false,true,true,false,false,false,false,false,false,false,false,
tools-staging.usds.gov,,,,usds.gov,false,true,false,false,false,false,false,false,false,false,false,
tools.usds.gov,,,,usds.gov,false,true,false,false,false,false,false,false,false,false,false,
aboutusa.japan.usembassy.gov,,,,usembassy.gov,false,true,false,true,false,false,false,false,false,false,false,false
ae.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ae.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ae.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
af.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
af.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
af.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
al.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
al.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
al.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
am.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
am.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
am.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
americanspaces-state.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
amview.japan.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ao.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ao.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ao.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ar.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ar.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ar.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
asean-mission.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
asean-mission.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
at.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
at.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
at.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
au.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
au.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
au.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
az.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
az.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
az.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ba.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ba.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ba.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
baseline.training.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bb.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bb.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bb.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bd.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bd.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bd.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
be.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
be.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
be.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bf.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bf.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bf.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bg.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bg.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bg.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bh.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bh.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bh.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bi.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bi.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bi.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bj.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bj.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bj.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bm-consulate.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bm-consulate.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bn.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bn.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bn.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bo.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bo.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bo.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
br.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
br.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
br.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bs.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bs.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bs.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bw.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bw.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bw.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
by.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
by.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
by.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
bz.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bz.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
bz.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ca.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ca.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ca.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
cd.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cd.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cd.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
cf.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cf.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cf.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
cg.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cg.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cg.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ch.edit.usembassy.gov,,,,usembassy.gov,false,true,true,false,false,false,false,false,false,false,false,
ch.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ch.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
china-cn.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
china-cn.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ci.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ci.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ci.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
cl.edit.usembassy.gov,,,,usembassy.gov,false,true,true,false,false,false,false,false,false,false,false,
cl.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cl.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
cm.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cm.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cm.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
cn.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
co.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
co.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
co.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
cr.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cr.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cr.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
crm-mission.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cu.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cu.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cu.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
cv.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cv.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cv.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
cw-consulate.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cw-consulate.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cy.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cy.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cy.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
cz.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cz.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
cz.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
de.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
de.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
de.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
dev.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
dj.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
dj.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
dj.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
dk.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
dk.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
dk.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
do.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
do.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
do.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
dz.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
dz.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
dz.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ec.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ec.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ec.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ee.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ee.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ee.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
eg.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
eg.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
eg.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
en-baseline.dev.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
en-baseline.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
en-baseline.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
enar-baseline.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
enar-baseline.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
enes-baseline.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
enes-baseline.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
enes-baseline.training.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
enfr-baseline.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
enfr-baseline.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
er.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
er.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
er.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
es.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
es.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
es.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
et.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
et.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
et.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
fi.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
fi.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
fi.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
fj.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
fj.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
fj.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
fm.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
fm.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
fm.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
foo.dev.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
fr.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
fr.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
fr.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ga.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ga.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ga.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ge.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ge.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ge.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
geneva-mission.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gh.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gh.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gh.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
gm.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gm.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gm.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
gn.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gn.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gn.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
gq.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gq.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gq.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
gr.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gr.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gr.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
gt.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gt.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gt.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
gw-mission.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gw-mission.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gw-vpp.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gy.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gy.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
gy.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
hk-consulate.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
hk-consulate.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
hn.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
hn.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
hn.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
hr.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
hr.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
hr.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ht.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ht.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ht.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
hu.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
hu.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
hu.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
icao-mission.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
icao-mission.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
id.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
id.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
id.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ie.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ie.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ie.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
iipdigital.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
il.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
il.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
il.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
in.edit.usembassy.gov,,,,usembassy.gov,false,true,true,false,false,false,false,false,false,false,false,
in.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
in.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
infocentral.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
infocentral.infocentral.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
iq.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
iq.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
iq.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
ir.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ir.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
ir.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
is.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
is.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
is.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
it.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
it.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
it.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
japan2.usembassy.gov,,,,usembassy.gov,false,true,false,true,false,false,false,false,false,false,false,false
jm.edit.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
jm.pre.usembassy.gov,,,,usembassy.gov,false,true,false,false,false,false,false,false,false,false,false,
jm.usembassy.gov,,,,usembassy.gov,false,true,true,true,false,false,false,false,false,false,false,true
