target_url,hsts_header,hsts_max_age,hsts_entire_domain,latest,source_list_cisa
2idb.xray.aps.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
3.noe.ras.cjis.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
3.ras.cjis.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
311-accessibilitytestingandimprovements.app.cloud.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
338.gp5.pawg.cap.gov,,-1,,TRUE,TRUE
340bopais.hrsa.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
340bpricing.hrsa.gov,max-age=63072000 includeSubDomains preload,63072000,TRUE,TRUE,TRUE
340bpricingsubmissions.hrsa.gov,max-age=63072000 includeSubDomains preload,63072000,TRUE,TRUE,TRUE
340bregistration.hrsa.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
357-incomplete-years.app.cloud.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
365-revenueovertimechart.app.cloud.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
367-update-how-it-to-how-revenue.app.cloud.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
399e-adss001.aw.dmz.pitc.gov,,-1,FALSE,TRUE,TRUE
399e-ocss001.ocsp.dmz.pitc.gov,,-1,,TRUE,TRUE
399e-ocss002.ocsp.dmz.pitc.gov,,-1,,TRUE,TRUE
399e-segs101.uat.aw.dmz.pitc.gov,max-age=31536000includeSubDomains,31536000,TRUE,TRUE,TRUE
3d.nih.gov,,-1,FALSE,TRUE,TRUE
3d.wr.usgs.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
3dhrs.epa.gov,max-age=63072000 includeSubDomains preload,63072000,TRUE,TRUE,TRUE
3dmaggs.larc.nasa.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
3dparks.wr.usgs.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
3dprint.nih.gov,,-1,FALSE,TRUE,TRUE
4.noe.ras.cjis.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
4.ras.cjis.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
400yaahc.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
405d.hhs.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
421-422-423-databasechanges.app.cloud.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
48c-exchange.energy.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
4innovation-api.cms.gov,,-1,FALSE,TRUE,TRUE
4innovation-dev-api.cms.gov,,-1,FALSE,TRUE,TRUE
4innovation-dev-wss.cms.gov,,-1,FALSE,TRUE,TRUE
4innovation-impl-api.cms.gov,,-1,FALSE,TRUE,TRUE
4innovation-impl-uploads.cms.gov,,-1,FALSE,TRUE,TRUE
4innovation-impl-wss.cms.gov,,-1,FALSE,TRUE,TRUE
4innovation-impl.cms.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
4innovation-test-api.cms.gov,,-1,FALSE,TRUE,TRUE
4innovation-test-uploads.cms.gov,,-1,FALSE,TRUE,TRUE
4innovation-test-wss.cms.gov,,-1,FALSE,TRUE,TRUE
4innovation-velocity-api.cms.gov,,-1,FALSE,TRUE,TRUE
4innovation.cms.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
4mmp.cdc.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
508.hhs.gov,max-age=31536000 includeSubdomains preload,31536000,TRUE,TRUE,TRUE
508.nih.gov,max-age=31557600 includeSubDomains,31557600,TRUE,TRUE,TRUE
5500search.dol.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
5gchallenge.ntia.gov,max-age=63072000 includeSubDomains preload,63072000,TRUE,TRUE,TRUE
5gmm.nist.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
60plus.smokefree.gov,,-1,FALSE,TRUE,TRUE
620forecasts.app.cloud.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
6a27b28f-0bf6-4ab3-8ff5-631b75bd531f.review.ucms.intel.gov,,-1,FALSE,TRUE,TRUE
6id.xray.aps.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
7bm.xray.aps.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
7id.xray.aps.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
7trestingstate.ctss.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
889.smartpay.gsa.gov,max-age=31536000 preload,31536000,FALSE,TRUE,TRUE
8astars.fas.gsa.gov,,-1,FALSE,TRUE,TRUE
8id.xray.aps.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
9-11commission.gov,,-1,FALSE,TRUE,TRUE
911.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
911commission.gov,,-1,FALSE,TRUE,TRUE
988.gov,,-1,FALSE,TRUE,TRUE
a-eais-sft1.uspto.gov,max-age=15768000 includeSubDomains,15768000,TRUE,TRUE,TRUE
a-eais-sft2.uspto.gov,max-age=15768000 includeSubDomains,15768000,TRUE,TRUE,TRUE
a2-asav30-03.nara.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
a2-asav30-04.nara.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
a2e.energy.gov,,-1,FALSE,TRUE,TRUE
a2e.pnnl.gov,,-1,FALSE,TRUE,TRUE
aaaeidm10samlwebsvcp-dfw.fdic.gov,max-age=315360000 includeSubDomains,315360000,TRUE,TRUE,TRUE
aaaeidm10samlwebsvcp-vas.fdic.gov,max-age=315360000 includeSubDomains,315360000,TRUE,TRUE,TRUE
aaaeidm10samlwebsvcq.fdic.gov,max-age=315360000 includeSubDomains,315360000,TRUE,TRUE,TRUE
aaap.gsa.gov,max-age=31536000 includeSubdomains preload,31536000,TRUE,TRUE,TRUE
aab.larc.nasa.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
aac08.lbl.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
aacinquiry.fas.gsa.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
aad.archives.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
aads.faa.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
aaec.ed.gov,max-age=63072000 includeSubDomains,63072000,TRUE,TRUE,TRUE
aaicamapi.fda.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
aams.epa.gov,max-age=63072000 includeSubDomains preload,63072000,TRUE,TRUE,TRUE
aamswebprd.rtpnc.epa.gov,max-age=63072000 includeSubDomains preload,63072000,TRUE,TRUE,TRUE
aamswebstg.rtpnc.epa.gov,,-1,FALSE,TRUE,TRUE
aanhpiheritage.gov,max-age=31536000 includeSubdomains preload,31536000,TRUE,TRUE,TRUE
aas.gsa.gov,max-age=31536000 preload,31536000,FALSE,TRUE,TRUE
aasis.omha.hhs.gov,max-age=31557600 includeSubDomains,31557600,TRUE,TRUE,TRUE
aasm-le.cert.sc.egov.usda.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
aasm.sc.egov.usda.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
aasportal.fra.dot.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
ab2d.cms.gov,,-1,FALSE,TRUE,TRUE
abapps.nlm.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
abapps.wip.nlm.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
abarrshvuat.ofac.treas.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
abc.lbl.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
abcd.nih.gov,max-age=31536000 preload,31536000,FALSE,TRUE,TRUE
abcs-cds.cancer.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
abcsr-cds.cancer.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
abilityone.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
abilityone.oversight.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
abmc.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
about.usps.com,max-age=31536000  includeSubDomains,31536000,TRUE,TRUE,TRUE
aboutnci.cancer.gov,max-age=31536000 preload,31536000,FALSE,TRUE,TRUE
above.gsfc.nasa.gov,max-age=31557600,31557600,FALSE,TRUE,TRUE
above.nasa.gov,max-age=31557600,31557600,FALSE,TRUE,TRUE
abpdu.lbl.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
abq-mobile.remote.doe.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
abq.remote.doe.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
ac-1.dot.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
ac-2.dot.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
ac-3.dot.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
ac-4.dot.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
ac-5.dot.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
ac-6.dot.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
ac.dot.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
ac.test.usajobs.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
ac.uat.usajobs.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
ac.usajobs.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
aca.api.healthcare.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
acab.natcapwg.cap.gov,,-1,,TRUE,TRUE
academy.faa.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
academy.nasa.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
acadia.sec.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
acadiastg.sec.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
acc.fiscal.treasury.gov,,-1,,TRUE,TRUE
accedeainternet.gov,max-age=31536000  includeSubDomains,31536000,TRUE,TRUE,TRUE
accelerate-server.hhs.gov,,-1,FALSE,TRUE,TRUE
accelerators.lbl.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
access-b.nist.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access-board.gov,max-age=31536000 preload,31536000,FALSE,TRUE,TRUE
access-dev.llnl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access-g.nist.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access-old.llnl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access-test.nist.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access.afsc.noaa.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
access.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access.bpa.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access.census.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
access.cnm.anl.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
access.co-ops.nos.noaa.gov,max-age=63072000 includeSubDomains preload,63072000,TRUE,TRUE,TRUE
access.csosa.gov,max-age=157680000 includeSubDomains,157680000,TRUE,TRUE,TRUE
access.doe.gov,max-age=63072000,63072000,FALSE,TRUE,TRUE
access.earthdata.nasa.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
access.fda.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
access.ginniemae.gov,,-1,FALSE,TRUE,TRUE
access.llnl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access.nsf.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access.pppl.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
access.preprod.fda.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
access.sit.earthdata.nasa.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
access.sr.nsf.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access.test.bpa.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access.trade.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
access.uat.earthdata.nasa.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
access.uat.ginniemae.gov,,-1,FALSE,TRUE,TRUE
access.va.gov,max-age=63072000 includeSubdomains preload,63072000,TRUE,TRUE,TRUE
access1.bpa.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access2.bpa.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access3.nih.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access4.nih.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
access8.uat.ginniemae.gov,,-1,FALSE,TRUE,TRUE
accessclinicaldata.niaid.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accessdata.fda.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
accessdata.fda.gov.ezproxyhhs.nihlibrary.nih.gov,,-1,FALSE,TRUE,TRUE
accessdata.preprod.fda.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
accessdev.nsf.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
accessgudid-beta.nlm.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accessgudid-us-east-1.awsprod.nlm.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accessgudid-us-west-2.awsprod.nlm.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accessgudid.awsprod.nlm.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accessgudid.nlm.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accessibility.digital.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
accessibility.gov,max-age=31536000 includeSubdomains preload,31536000,TRUE,TRUE,TRUE
accession.nodc.noaa.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
accessrequest.ntc.doe.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
accesstest.trade.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accesstocare.va.gov,max-age=31536000 includeSubDomains preload,31536000,FALSE,TRUE,TRUE
accesstopwt.va.gov,max-age=31536000 includeSubDomains preload,31536000,FALSE,TRUE,TRUE
accfaaaccess.ed.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accfaaaccesscm.ed.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accidentreport.lbl.gov,,-1,FALSE,TRUE,TRUE
account.galaxytrakr.org,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
account.mymedicare.gov,max-age=31536000  includeSubDomains,31536000,TRUE,TRUE,TRUE
account.ncbi.nlm.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
account.uspto.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
accountcreation.cftc.gov,max-age=15552000,15552000,FALSE,TRUE,TRUE
accounts.ahrq.gov,max-age=63072000,63072000,FALSE,TRUE,TRUE
accounts.alcf.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
accounts.cels.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
accounts.jlse.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
accounts.lcrc.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
accounts.mcs.anl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
accounts.noaa.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
accounts.sb.biodatacatalyst.nhlbi.nih.gov,max-age=63072000,63072000,FALSE,TRUE,TRUE
accounts.waterdata.usgs.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accountshpc.lanl.gov,max-age=31536000 includeSubdomains,31536000,TRUE,TRUE,TRUE
accountstest.ahrq.gov,max-age=63072000,63072000,FALSE,TRUE,TRUE
accs.cap.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
accs.njwg.cap.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acd-ext.gsfc.nasa.gov,max-age=31536000 includeSubdomains,31536000,TRUE,TRUE,TRUE
acd-int.gsfc.nasa.gov,max-age=31536000 includeSubdomains,31536000,TRUE,TRUE,TRUE
acd-pub.gsfc.nasa.gov,max-age=31536000 includeSubdomains,31536000,TRUE,TRUE,TRUE
acd.gsfc.nasa.gov,max-age=31536000 includeSubdomains,31536000,TRUE,TRUE,TRUE
acd.od.nih.gov,max-age=15552000 includeSubDomains preload,15552000,TRUE,TRUE,TRUE
acdb-ext.gsfc.nasa.gov,max-age=31536000 includeSubdomains,31536000,TRUE,TRUE,TRUE
acdb-int.gsfc.nasa.gov,max-age=31536000 includeSubdomains,31536000,TRUE,TRUE,TRUE
acdb-pub.gsfc.nasa.gov,max-age=31536000 includeSubdomains,31536000,TRUE,TRUE,TRUE
acdb.gsfc.nasa.gov,max-age=31536000 includeSubdomains,31536000,TRUE,TRUE,TRUE
ace-d3.cbp.gov,max-age=63072000 includeSubDomains,63072000,TRUE,TRUE,TRUE
ace-d6.cbp.gov,max-age=63072000 includeSubDomains,63072000,TRUE,TRUE,TRUE
ace-sat.cbp.gov,max-age=63072000 includeSubDomains,63072000,TRUE,TRUE,TRUE
ace.cbp.dhs.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
ace.cbp.gov,max-age=63072000 includeSubDomains,63072000,TRUE,TRUE,TRUE
ace.niaid.nih.gov,,-1,FALSE,TRUE,TRUE
acebasin.fws.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acesmacmgmtdpex.nasa.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acf.bnl.gov,,-1,FALSE,TRUE,TRUE
acf.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acf.hhs.gov,,-1,FALSE,TRUE,TRUE
acfmain-content-stage.acf.hhs.gov,,-1,FALSE,TRUE,TRUE
acfmain-stage.acf.hhs.gov,,-1,,TRUE,TRUE
ach.fcc.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
achilles.nascom.nasa.gov,max-age=31536000 includeSubdomains,31536000,TRUE,TRUE,TRUE
achp.gov,,-1,FALSE,TRUE,TRUE
acis.eoir.justice.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
ack.usaccess.gsa.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acl.gov,,-1,FALSE,TRUE,TRUE
aclintranet.acl.gov,,-1,FALSE,TRUE,TRUE
acme-dashboard-devel.llnl.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
acms.aphis.usda.gov,,-1,FALSE,TRUE,TRUE
acmt.bis.doc.gov,max-age=15552000 includeSubDomains,15552000,TRUE,TRUE,TRUE
acode-browser.usatlas.bnl.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acode-browser2.usatlas.bnl.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acoms-api.cms.gov,,-1,FALSE,TRUE,TRUE
acoms-dev.cms.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acoms-impl-api.cms.gov,,-1,FALSE,TRUE,TRUE
acoms-impl.cms.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acoms-test.cms.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acoms.cms.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acpbenefit.gov,,-1,FALSE,TRUE,TRUE
acppnm.ornl.gov,"max-age=31536000 includeSubDomains preload, max-age=31536000 includeSubDomains",31536000,TRUE,TRUE,TRUE
acquisition.gov,max-age=63072000 includeSubdomainspreload,63072000,TRUE,TRUE,TRUE
acquisition.jpl.nasa.gov,max-age=63072000 includeSubdomains,63072000,TRUE,TRUE,TRUE
acquisitionacademy.va.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acquisitiongateway.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
acquisitions.jpl.nasa.gov,max-age=63072000 includeSubdomains,63072000,TRUE,TRUE,TRUE
acquisitions.usajobs.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
acrl.srs.gov,,-1,,TRUE,TRUE
acrtpn.ocfo.usda.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
acs.lbl.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
acsl.ars.usda.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
act.eac.gov,,-1,,TRUE,TRUE
act24.cancer.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
act24.nci.nih.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
actev.nist.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
activate.larc.nasa.gov,,-1,FALSE,TRUE,TRUE
activesync.hhs.gov,,-1,FALSE,TRUE,TRUE
actribe.nsopw.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acts.ahrq.gov,,-1,FALSE,TRUE,TRUE
actuary.defense.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
actuary.usajobs.gov,max-age=31536000  includeSubDomains  preload,31536000,TRUE,TRUE,TRUE
acus.gov,,-1,FALSE,TRUE,TRUE
acvts.nist.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
acwi.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
ad-esh.fnal.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
ad-mgmt-vpn.ornl.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
ad-vpn-new.fnal.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
ad.fnal.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
ada.gov,max-age=31536000 preload,31536000,TRUE,TRUE,TRUE
adams.gov,max-age=31536000,31536000,FALSE,TRUE,TRUE
adams.house.gov,max-age=16000000 includeSubDomains preload,16000000,TRUE,TRUE,TRUE
adams.nrc.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
adamsforms.house.gov,max-age=31536000 preload,31536000,FALSE,TRUE,TRUE
adamsmith.house.gov,max-age=16000000 includeSubDomains preload,16000000,TRUE,TRUE,TRUE
adamspublic.nrc.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
adamswebsearch2.nrc.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
adapt.aetc.appdat.jsc.nasa.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
adapt.staging.aetc.appdat.jsc.nasa.gov,max-age=31536000 includeSubDomains preload,31536000,TRUE,TRUE,TRUE
adaptiveapi.hhs.gov,,-1,FALSE,TRUE,TRUE
adc-prod-cms1.ornl.gov,,-1,FALSE,TRUE,TRUE
adc-prod-web2.ornl.gov,,-1,FALSE,TRUE,TRUE
adc-prod-web3.ornl.gov,,-1,FALSE,TRUE,TRUE
adc-stg-web2.ornl.gov,,-1,FALSE,TRUE,TRUE
adc.arm.gov,max-age=31536000 includeSubDomains,31536000,TRUE,TRUE,TRUE
addiction.surgeongeneral.gov,,-1,FALSE,TRUE,TRUE
